REFERENCE ENTITY|REGION|INDEX CONSTITUENT|TOTAL NUMBER OF CLEARING DEALERS|AVERAGE MONTHLY CLEARING DEALERS|AVERAGE DAILY NOTIONAL (USD EQ)|AVERAGE NUMBER TRADES/DAY|DOC CLAUSE %
SPRINT COMMUNICATIONS, INC.|Americas|Y|13|9.7|10,000,000|3|< 5%
SSE PLC|Europe|Y|6|2.3|5,000,000|0|> 95%
STANDARD CHARTERED BANK|Europe|Y|10|7.0|10,000,000|1|> 95%
STANDARD CHARTERED PLC|Europe|Y|10|8.0|17,500,000|3|> 95%
STAPLES, INC.|Americas|Y|10|7.0|17,500,000|3|< 5%
STATE BANK OF INDIA|Asia Ex-Japan|Y|7|5.7|5,000,000|1|> 95%
STATE OF CALIFORNIA|Americas|Y|0|0.0|2,500,000|0|> 95%
STATE OF CONNECTICUT|Americas|Y|1|0.3|2,500,000|0|> 95%
STATE OF ILLINOIS|Americas|Y|2|0.7|2,500,000|0|> 95%
STATE OF ISRAEL|Europe|Y|5|2.7|7,500,000|1|> 95%
STATE OF MARYLAND|Americas|Y|1|0.3|2,500,000|0|> 95%
STATE OF MICHIGAN|Americas|Y|1|0.7|2,500,000|0|> 95%
STATE OF NEW JERSEY|Americas|Y|0|0.0|2,500,000|0|> 95%
STATE OF QATAR|Europe|Y|11|8.7|20,000,000|3|> 95%
STATE OF TEXAS|Americas|Y|2|0.7|2,500,000|0|> 95%
STENA AKTIEBOLAG|Europe|Y|9|7.7|12,500,000|4|> 95%
STMICROELECTRONICS N.V.|Europe|Y|7|4.0|2,500,000|1|> 95%
STONEGATE PUB COMPANY FINANCING PLC|Europe|Y|7|3.7|2,500,000|1|> 95%
STORA ENSO OYJ|Europe|Y|9|6.3|5,000,000|1|> 95%
SUEDZUCKER AG|Europe|Y|9|7.0|15,000,000|4|> 95%
SULTANATE OF OMAN|Europe||0|0.0|2,500,000|0|> 95%
SUMITOMO CHEMICAL COMPANY, LIMITED|Japan|Y|2|1.3|2,500,000|0|> 95%
SUMITOMO CORPORATION|Japan|Y|4|1.7|2,500,000|0|> 95%
SUMITOMO MITSUI BANKING CORPORATION|Japan|Y|3|1.3|2,500,000|0|> 95%
SUMITOMO REALTY & DEVELOPMENT CO., LTD.|Japan|Y|3|1.3|2,500,000|1|> 95%
SUN HUNG KAI PROPERTIES LIMITED|Asia Ex-Japan|Y|4|1.7|2,500,000|0|> 95%
SUNRISE COMMUNICATIONS HOLDINGS S.A.|Europe|Y|6|4.0|2,500,000|1|> 95%
SUPERVALU INC.|Americas|Y|7|6.3|15,000,000|4|< 5%
SVENSKA CELLULOSA AKTIEBOLAGET SCA|Europe|Y|1|0.3|2,500,000|0|> 95%
SVENSKA HANDELSBANKEN AB|Europe|Y|3|1.3|2,500,000|0|> 95%
SWEDBANK AB|Europe||3|1.3|2,500,000|0|> 95%
SWEDISH MATCH AB|Europe|Y|2|0.7|2,500,000|0|> 95%
SWIRE PACIFIC LIMITED|Asia Ex-Japan|Y|4|2.0|2,500,000|0|> 95%
SWISS REINSURANCE COMPANY LTD|Europe|Y|10|8.0|15,000,000|2|> 95%
SYNGENTA AG|Europe|Y|6|3.7|2,500,000|0|> 95%
SYNLAB UNSECURED BONDCO PLC|Europe|Y|6|2.7|2,500,000|0|> 95%
T-MOBILE USA, INC.|Americas|Y|6|2.3|2,500,000|0|< 5%
TABCORP HOLDINGS LIMITED|Australia NZ|Y|3|1.0|2,500,000|0|> 95%
TAISEI CORPORATION|Japan|Y|1|0.3|2,500,000|0|> 95%
TAKEDA PHARMACEUTICAL COMPANY LIMITED|Japan||2|1.7|2,500,000|0|> 95%
TALEN ENERGY SUPPLY, LLC|Americas|Y|8|3.0|2,500,000|0|< 5%
TARGA RESOURCES PARTNERS LP|Americas|Y|6|2.3|2,500,000|0|< 5%
TARGET CORPORATION|Americas|Y|9|6.3|7,500,000|1|< 5%
TATE & LYLE PUBLIC LIMITED COMPANY|Europe|Y|9|5.0|2,500,000|1|> 95%
TDC A/S|Europe|Y|7|5.3|5,000,000|2|> 95%
TECHEM GMBH|Europe|Y|7|3.0|2,500,000|0|> 95%
TECHNIPFMC PLC|Europe|Y|4|2.7|2,500,000|0|> 95%
TECK RESOURCES LIMITED|Americas|Y|8|7.0|12,500,000|3|< 5%
TEGNA INC.|Americas|Y|5|3.0|2,500,000|1|< 5%
TELECOM ITALIA SPA|Europe|Y|11|10.0|50,000,000|9|> 95%
TELEFONAKTIEBOLAGET L M ERICSSON|Europe|Y|10|7.7|10,000,000|2|> 95%
TELEFONICA, S.A.|Europe|Y|12|10.3|25,000,000|11|> 95%
TELEKOM AUSTRIA AKTIENGESELLSCHAFT|Europe|Y|6|3.7|2,500,000|1|> 95%
TELEKOM MALAYSIA BERHAD|Asia Ex-Japan|Y|4|2.0|2,500,000|0|> 95%
TELENOR ASA|Europe|Y|10|4.3|5,000,000|1|> 95%
TELIA COMPANY AB|Europe|Y|8|5.0|7,500,000|2|> 95%
TELSTRA CORPORATION LIMITED|Australia NZ|Y|3|1.3|2,500,000|0|> 95%
TEMASEK HOLDINGS (PRIVATE) LIMITED|Asia Ex-Japan|Y|0|0.0|2,500,000|0|> 95%
TENAGA NASIONAL BERHAD|Asia Ex-Japan|Y|0|0.0|2,500,000|0|> 95%
TENET HEALTHCARE CORPORATION|Americas|Y|12|8.7|12,500,000|4|< 5%
TESCO PLC|Europe|Y|11|9.0|12,500,000|3|> 95%
TESLA, INC.|Americas||6|4.7|12,500,000|4|< 5%
TEVA PHARMACEUTICAL INDUSTRIES LIMITED|Americas||10|5.3|5,000,000|1|< 5%
TEXTRON INC.|Americas||1|0.3|2,500,000|0|< 5%
THALES|Europe||5|2.3|5,000,000|0|> 95%
THE ADT CORPORATION|Americas|Y|5|3.0|2,500,000|0|< 5%
THE AES CORPORATION|Americas|Y|7|5.3|10,000,000|2|< 5%
THE ALLSTATE CORPORATION|Americas|Y|8|4.0|2,500,000|0|< 5%
THE BOEING COMPANY|Americas|Y|8|4.7|5,000,000|1|5-25%
THE CLOROX COMPANY|Americas||1|0.3|2,500,000|0|< 5%
THE DOW CHEMICAL COMPANY|Americas|Y|10|6.7|5,000,000|1|< 5%
THE EXPORT-IMPORT BANK OF CHINA|Asia Ex-Japan|Y|6|2.7|2,500,000|0|> 95%
THE EXPORT-IMPORT BANK OF KOREA|Asia Ex-Japan|Y|7|4.7|5,000,000|1|> 95%
THE GAP, INC.|Americas|Y|10|9.0|10,000,000|3|< 5%
THE GOLDMAN SACHS GROUP, INC.|Americas|Y|9|7.3|22,500,000|3|< 5%
THE GOODYEAR TIRE & RUBBER COMPANY|Americas|Y|9|6.3|7,500,000|3|< 5%
THE HARTFORD FINANCIAL SERVICES GROUP, INC.|Americas|Y|10|7.7|7,500,000|1|< 5%
THE HERTZ CORPORATION|Americas|Y|10|9.0|20,000,000|10|< 5%
THE HOME DEPOT, INC.|Americas|Y|7|3.7|2,500,000|0|< 5%
THE HONGKONG LAND COMPANY, LIMITED|Asia Ex-Japan|Y|5|2.7|2,500,000|0|> 95%
THE ISRAEL ELECTRIC CORPORATION LTD.|Europe|Y|3|2.0|2,500,000|0|> 95%
THE KANSAI ELECTRIC POWER COMPANY, INCORPORATED|Japan|Y|2|1.0|2,500,000|0|> 95%
THE KOREA DEVELOPMENT BANK|Asia Ex-Japan|Y|6|3.3|5,000,000|0|> 95%
THE KROGER CO.|Americas|Y|11|8.3|20,000,000|3|< 5%
THE MCCLATCHY COMPANY|Americas|Y|10|7.3|15,000,000|7|< 5%
THE NEIMAN MARCUS GROUP LLC|Americas|Y|8|5.0|2,500,000|1|< 5%
THE NEW YORK TIMES COMPANY|Americas|Y|6|3.0|2,500,000|0|< 5%
THE PROCTER & GAMBLE COMPANY|Americas|Y|10|6.0|7,500,000|1|< 5%
THE ROYAL BANK OF SCOTLAND GROUP PUBLIC LIMITED COMPANY|Europe|Y|12|8.7|50,000,000|5|> 95%
THE SHERWIN-WILLIAMS COMPANY|Americas|Y|8|6.3|17,500,000|3|< 5%
THE TJX COMPANIES, INC.|Americas|Y|1|0.7|2,500,000|0|< 5%
THE WALT DISNEY COMPANY|Americas|Y|9|6.7|12,500,000|1|< 5%
THE WESTERN UNION COMPANY|Americas||6|3.0|2,500,000|0|< 5%
THE WILLIAMS COMPANIES, INC.|Americas|Y|9|4.3|5,000,000|1|< 5%
THOMAS COOK GROUP PLC|Europe|Y|9|5.7|5,000,000|3|> 95%
THYSSENKRUPP AG|Europe|Y|11|9.0|15,000,000|3|> 95%
TIME WARNER CABLE, LLC|Americas||6|2.3|2,500,000|0|< 5%
TIME WARNER INC.|Americas|Y|8|3.7|2,500,000|1|5-25%
TOKYO ELECTRIC POWER COMPANY HOLDINGS, INCORPORATED|Japan|Y|3|1.7|2,500,000|0|> 95%
TOLL BROTHERS, INC.|Americas|Y|11|9.0|10,000,000|4|< 5%
TOSHIBA CORPORATION|Japan|Y|6|4.0|5,000,000|1|> 95%
TOTAL SA|Europe|Y|8|4.3|5,000,000|1|> 95%
TOYOTA MOTOR CORPORATION|Japan|Y|7|4.0|5,000,000|1|> 95%
TRANSCANADA PIPELINES LIMITED|Americas||1|0.3|2,500,000|0|< 5%
TRANSDIGM INC.|Americas|Y|4|1.7|2,500,000|0|< 5%
TRANSOCEAN INC.|Americas|Y|10|8.7|17,500,000|4|< 5%
TRIONISTA HOLDCO GMBH|Europe|Y|5|2.3|2,500,000|0|> 95%
TRW AUTOMOTIVE INC.|Americas|Y|1|0.3|2,500,000|0|< 5%
TUI AG|Europe|Y|8|4.0|5,000,000|1|> 95%
TVN FINANCE CORPORATION III AB (PUBL)|Europe|Y|1|0.3|2,500,000|0|> 95%
TYSON FOODS, INC.|Americas|Y|10|7.0|10,000,000|1|< 5%
UBS AG|Europe|Y|8|5.3|7,500,000|1|> 95%
UBS GROUP AG|Europe|Y|6|4.3|5,000,000|1|> 95%
UCB|Europe|Y|1|0.3|2,500,000|0|> 95%
UKRAINE|Europe|Y|0|0.0|2,500,000|0|> 95%
UNIBAIL-RODAMCO SE|Europe|Y|7|4.7|2,500,000|1|> 95%
UNICREDIT, SOCIETA PER AZIONI|Europe|Y|12|10.7|75,000,000|9|> 95%
UNILABS SUBHOLDING AB (PUBL)|Europe|Y|8|4.3|2,500,000|0|> 95%
UNILEVER N.V.|Europe|Y|11|4.7|7,500,000|1|> 95%
UNION PACIFIC CORPORATION|Americas|Y|8|4.7|5,000,000|1|< 5%
UNIONE DI BANCHE ITALIANE SOCIETA PER AZIONI|Europe||3|1.3|2,500,000|0|> 95%
UNISYS CORPORATION|Americas|Y|8|4.0|2,500,000|1|< 5%
UNITED CONTINENTAL HOLDINGS, INC.|Americas|Y|6|5.0|2,500,000|2|< 5%
UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND|Europe|Y|8|4.3|20,000,000|1|> 95%
UNITED MEXICAN STATES|Americas|Y|14|11.7|550,000,000|63|> 95%
UNITED OVERSEAS BANK LIMITED|Asia Ex-Japan|Y|4|1.7|2,500,000|0|> 95%
UNITED PARCEL SERVICE, INC.|Americas|Y|9|5.0|5,000,000|1|< 5%
UNITED RENTALS (NORTH AMERICA), INC.|Americas|Y|7|5.3|7,500,000|2|< 5%
UNITED STATES OF AMERICA|Americas|Y|1|0.3|2,500,000|0|> 95%
UNITED STATES STEEL CORPORATION|Americas|Y|12|9.3|10,000,000|5|< 5%
UNITED TECHNOLOGIES CORPORATION|Americas||2|0.7|2,500,000|0|< 5%
UNITED UTILITIES PLC|Europe|Y|8|5.3|5,000,000|1|> 95%
UNITEDHEALTH GROUP INCORPORATED|Americas|Y|8|5.3|5,000,000|1|< 5%
UNITI GROUP INC.|Americas|Y|10|7.3|10,000,000|6|< 5%
UNITYMEDIA GMBH|Europe|Y|9|6.3|50,000,000|1|> 95%
UNIVERSAL HEALTH SERVICES, INC.|Americas|Y|8|4.7|5,000,000|1|< 5%
UNIVISION COMMUNICATIONS INC.|Americas|Y|3|1.0|2,500,000|0|< 5%
UPC HOLDING B.V.|Europe|Y|8|7.7|10,000,000|2|> 95%
UPM-KYMMENE OYJ|Europe|Y|6|2.7|2,500,000|1|> 95%
VALE SA|Americas|Y|3|1.7|2,500,000|0|> 95%
VALEO|Europe|Y|9|6.3|20,000,000|5|> 95%
VALERO ENERGY CORPORATION|Americas|Y|11|6.7|12,500,000|1|< 5%
VATTENFALL AB|Europe|Y|8|3.7|2,500,000|0|> 95%
VEOLIA ENVIRONNEMENT|Europe|Y|11|6.7|7,500,000|2|> 95%
VERIZON COMMUNICATIONS INC.|Americas|Y|11|9.3|50,000,000|7|< 5%
VIACOM INC.|Americas|Y|11|8.7|12,500,000|3|< 5%
VINCI|Europe|Y|9|6.0|7,500,000|1|> 95%
VIRGIN MEDIA FINANCE PLC|Europe|Y|9|8.3|15,000,000|3|> 95%
VISTRA ENERGY CORP.|Americas||3|1.7|2,500,000|0|< 5%
VIVENDI|Europe|Y|9|5.3|5,000,000|1|> 95%
VODAFONE GROUP PUBLIC LIMITED COMPANY|Europe|Y|13|9.7|25,000,000|6|> 95%
VOLKSWAGEN AKTIENGESELLSCHAFT|Europe|Y|12|9.7|22,500,000|4|> 95%
VORNADO REALTY L.P.|Americas|Y|1|0.3|2,500,000|0|< 5%
VTB BANK (PUBLIC JOINT-STOCK COMPANY)|Europe|Y|1|0.3|2,500,000|0|> 95%
VUE INTERNATIONAL BIDCO PLC|Europe|Y|7|5.0|5,000,000|1|> 95%
VULCAN MATERIALS COMPANY|Americas|Y|2|0.7|2,500,000|0|< 5%
WALMART INC.|Americas|Y|10|5.7|10,000,000|1|5-25%
WASTE MANAGEMENT, INC.|Americas||1|0.3|2,500,000|0|< 5%
WEATHERFORD INTERNATIONAL LTD.|Americas|Y|10|8.7|15,000,000|7|< 5%
WELLS FARGO & COMPANY|Americas|Y|8|6.0|10,000,000|1|< 5%
WELLTOWER INC.|Americas||1|0.3|2,500,000|0|< 5%
WENDEL|Europe|Y|8|4.7|5,000,000|1|> 95%
WENDY'S INTERNATIONAL, LLC|Americas||5|1.7|2,500,000|0|< 5%
WESFARMERS LIMITED|Australia NZ|Y|1|0.3|2,500,000|0|> 95%
WESTPAC BANKING CORPORATION|Australia NZ|Y|8|6.3|20,000,000|2|> 95%
WESTROCK MWV, LLC|Americas|Y|9|4.3|2,500,000|0|< 5%
WEYERHAEUSER COMPANY|Americas|Y|10|4.7|5,000,000|1|< 5%
WHIRLPOOL CORPORATION|Americas|Y|10|6.3|10,000,000|1|< 5%
WHITING PETROLEUM CORPORATION|Americas|Y|6|2.3|2,500,000|0|< 5%
WIND ACQUISITION FINANCE S.A.|Europe|Y|8|5.0|5,000,000|1|> 95%
WIND TRE S.P.A.|Europe|Y|10|6.0|7,500,000|4|> 95%
WINDSTREAM SERVICES, LLC|Americas|Y|10|8.7|50,000,000|9|< 5%
WOLTERS KLUWER N.V.|Europe|Y|10|5.0|2,500,000|1|> 95%
WOODSIDE PETROLEUM LTD.|Australia NZ|Y|2|1.3|2,500,000|0|> 95%
WOOLWORTHS GROUP LIMITED|Australia NZ|Y|4|2.7|2,500,000|0|> 95%
WOORI BANK|Asia Ex-Japan|Y|6|2.7|2,500,000|0|> 95%
WPP 2005 LIMITED|Europe|Y|10|6.7|10,000,000|2|> 95%
XEROX CORPORATION|Americas|Y|11|9.0|15,000,000|5|< 5%
XLIT LTD.|Americas|Y|8|4.3|2,500,000|0|< 5%
XSTRATA LIMITED|Europe||2|0.7|2,500,000|0|> 95%
YAPI VE KREDI BANKASI A.S.|Europe|Y|1|0.3|2,500,000|0|> 95%
YUM! BRANDS, INC.|Americas|Y|9|5.7|10,000,000|1|< 5%
ZIGGO BOND FINANCE B.V.|Europe|Y|9|7.3|7,500,000|2|> 95%
ZURICH INSURANCE COMPANY LTD|Europe|Y|11|8.0|17,500,000|2|> 95%
21ST CENTURY FOX AMERICA, INC.|Americas|Y|7|3.7|5,000,000|1|< 5%
