REFERENCE ENTITY|REGION|INDEX CONSTITUENT|TOTAL NUMBER OF CLEARING DEALERS|AVERAGE MONTHLY CLEARING DEALERS|AVERAGE DAILY NOTIONAL (USD EQ)|AVERAGE NUMBER TRADES/DAY|DOC CLAUSE %
THE ADT SECURITY CORPORATION|AMERICAS|Y|6|4.0|2,500,000|0|5%
THE AES CORPORATION|AMERICAS|Y|7|4.3|2,500,000|1|5%
THE ALLSTATE CORPORATION|AMERICAS|Y|2|0.7|2,500,000|1|5%
THE BANK OF NOVA SCOTIA|AMERICAS||1|0.3|2,500,000|0|5%
THE BOEING COMPANY|AMERICAS|Y|8|6.7|12,500,000|4|5%
THE DOW CHEMICAL COMPANY|AMERICAS|Y|6|4.7|7,500,000|2|5%
THE EXPORT-IMPORT BANK OF CHINA|ASIA EX-JAPAN|Y|1|0.3|2,500,000|0|95%
THE EXPORT-IMPORT BANK OF KOREA|ASIA EX-JAPAN|Y|3|1.3|2,500,000|0|95%
THE GAP, INC.|AMERICAS|Y|9|4.7|7,500,000|2|5%
THE GOLDMAN SACHS GROUP, INC.|AMERICAS|Y|8|4.7|17,500,000|2|5%
THE GOODYEAR TIRE & RUBBER COMPANY|AMERICAS|Y|8|5.7|5,000,000|2|5-25%
THE HARTFORD FINANCIAL SERVICES GROUP, INC.|AMERICAS|Y|5|2.0|5,000,000|2|5%
THE HOME DEPOT, INC.|AMERICAS|Y|2|0.7|2,500,000|1|5%
THE HONGKONG LAND COMPANY, LIMITED|ASIA EX-JAPAN|Y|6|3.0|2,500,000|0|95%
THE KANSAI ELECTRIC POWER COMPANY, INCORPORATED|JAPAN|Y|0|0.0|2,500,000|0|95%
THE KOREA DEVELOPMENT BANK|ASIA EX-JAPAN|Y|2|0.7|2,500,000|0|95%
THE KROGER CO.|AMERICAS|Y|5|1.7|5,000,000|1|5%
THE NEW YORK TIMES COMPANY|AMERICAS|Y|0|0.0|2,500,000|0|5%
THE PROCTER & GAMBLE COMPANY|AMERICAS|Y|1|0.3|7,500,000|1|5%
THE SHERWIN-WILLIAMS COMPANY|AMERICAS|Y|2|1.0|5,000,000|1|5%
THE SOUTHERN COMPANY|AMERICAS|Y|8|4.0|2,500,000|0|5%
THE TJX COMPANIES, INC.|AMERICAS|Y|0|0.0|2,500,000|0|5%
THE WALT DISNEY COMPANY|AMERICAS|Y|4|2.0|5,000,000|1|5%
THE WESTERN UNION COMPANY|AMERICAS||1|0.3|2,500,000|0|5%
THE WHARF (HOLDINGS) LIMITED|ASIA EX-JAPAN||1|0.3|2,500,000|0|95%
THE WILLIAMS COMPANIES, INC.|AMERICAS|Y|5|2.7|5,000,000|2|5%
THYSSENKRUPP AG|EUROPE|Y|10|8.0|12,500,000|3|95%
TIME WARNER CABLE, LLC|AMERICAS||4|1.3|2,500,000|0|5%
TOKIO MARINE & NICHIDO FIRE INSURANCE CO.,>LTD.|JAPAN||0|0.0|2,500,000|0|95%
TOKYO ELECTRIC POWER COMPANY HOLDINGS,>INCORPORATED|JAPAN|Y|1|0.3|2,500,000|0|95%
TOLL BROTHERS, INC.|AMERICAS|Y|6|3.7|5,000,000|1|5%
TOSHIBA CORPORATION|JAPAN|Y|3|1.0|2,500,000|0|95%
TOTAL SE|EUROPE||5|1.7|2,500,000|0|95%
TOYOTA MOTOR CORPORATION|JAPAN|Y|6|2.0|2,500,000|0|95%
TOYOTA MOTOR CREDIT CORPORATION|JAPAN||1|0.3|2,500,000|0|95%
TRANSCANADA PIPELINES LIMITED|AMERICAS||1|0.3|2,500,000|0|5%
TRANSDIGM INC.|AMERICAS|Y|6|3.7|2,500,000|0|5%
TRANSOCEAN INC.|AMERICAS|Y|7|6.7|10,000,000|5|5%
TRIONISTA HOLDCO GMBH|EUROPE|Y|2|0.7|2,500,000|0|95%
TUI AG|EUROPE|Y|9|5.7|7,500,000|2|95%
TWDC ENTERPRISES 18 CORP.|AMERICAS||0|0.0|2,500,000|0|5%
TYSON FOODS, INC.|AMERICAS|Y|7|2.3|2,500,000|1|5-25%
UBS AG|EUROPE|Y|8|4.7|7,500,000|1|95%
UBS GROUP AG|EUROPE|Y|5|3.7|7,500,000|1|95%
UKRAINE|SOVEREIGN|Y|7|5.3|7,500,000|1|95%
UNIBAIL-RODAMCO-WESTFIELD SE|EUROPE|Y|9|6.3|7,500,000|2|95%
UNICREDIT, SOCIETA PER AZIONI|EUROPE|Y|11|7.3|12,500,000|2|95%
UNILABS SUBHOLDING AB (PUBL)|EUROPE|Y|1|0.3|2,500,000|0|95%
UNILEVER N.V.|EUROPE|Y|2|0.7|2,500,000|0|95%
UNION PACIFIC CORPORATION|AMERICAS|Y|1|0.3|2,500,000|0|5%
UNIONE DI BANCHE ITALIANE SOCIETA PER AZIONI|EUROPE||2|1.0|2,500,000|0|95%
UNISYS CORPORATION|AMERICAS|Y|7|3.7|2,500,000|1|5%
UNITED AIRLINES HOLDINGS, INC.|AMERICAS|Y|5|4.0|5,000,000|2|5%
UNITED GROUP B.V.|EUROPE|Y|3|3.0|2,500,000|0|95%
UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND|SOVEREIGN|Y|2|0.7|10,000,000|0|95%
UNITED MEXICAN STATES|SOVEREIGN|Y|9|7.7|125,000,000|16|95%
UNITED OVERSEAS BANK LIMITED|ASIA EX-JAPAN|Y|5|2.0|2,500,000|0|95%
UNITED PARCEL SERVICE, INC.|AMERICAS|Y|6|3.7|5,000,000|1|5%
UNITED RENTALS (NORTH AMERICA), INC.|AMERICAS|Y|5|2.7|2,500,000|1|5%
UNITED STATES STEEL CORPORATION|AMERICAS|Y|8|6.7|7,500,000|3|5%
UNITED UTILITIES PLC|EUROPE|Y|2|0.7|2,500,000|0|95%
UNITEDHEALTH GROUP INCORPORATED|AMERICAS|Y|2|0.7|5,000,000|1|5%
UNITI GROUP INC.|AMERICAS|Y|6|3.0|5,000,000|1|5%
UNIVERSAL HEALTH SERVICES, INC.|AMERICAS|Y|1|0.3|2,500,000|0|5%
UNIVISION COMMUNICATIONS INC.|AMERICAS|Y|7|4.3|2,500,000|0|5%
UPC HOLDING B.V.|EUROPE|Y|9|6.0|2,500,000|1|95%
UPM-KYMMENE OYJ|EUROPE|Y|0|0.0|2,500,000|0|95%
VALE SA|AMERICAS|Y|4|2.7|2,500,000|0|95%
VALEO|EUROPE|Y|9|6.0|7,500,000|2|95%
VALERO ENERGY CORPORATION|AMERICAS|Y|5|2.7|7,500,000|2|5%
VANKE REAL ESTATE (HONG KONG) COMPANY LIMITED|ASIA EX-JAPAN||4|2.3|2,500,000|0|95%
VEOLIA ENVIRONNEMENT|EUROPE|Y|3|1.3|5,000,000|1|95%
VERISURE MIDHOLDING AB|EUROPE|Y|1|0.3|2,500,000|0|95%
VERIZON COMMUNICATIONS INC.|AMERICAS|Y|9|6.3|22,500,000|3|5%
VIACOMCBS INC.|AMERICAS||6|2.7|7,500,000|1|5%
VINCI|EUROPE|Y|3|1.3|2,500,000|0|95%
VIRGIN MEDIA FINANCE PLC|EUROPE|Y|9|5.3|5,000,000|1|95%
VIVENDI|EUROPE|Y|7|3.7|7,500,000|1|95%
VODAFONE GROUP PUBLIC LIMITED COMPANY|EUROPE|Y|9|5.3|15,000,000|2|95%
VODAFONE WEST GMBH|EUROPE||6|2.0|2,500,000|0|95%
VOLKSWAGEN AKTIENGESELLSCHAFT|EUROPE|Y|9|6.7|15,000,000|2|95%
VOLVO CAR AB|EUROPE|Y|1|0.3|2,500,000|0|95%
VUE INTERNATIONAL BIDCO PLC|EUROPE|Y|7|3.0|2,500,000|0|95%
WALMART INC.|AMERICAS|Y|5|2.3|5,000,000|1|5%
WELLS FARGO & COMPANY|AMERICAS|Y|6|4.3|15,000,000|1|5%
WENDEL|EUROPE|Y|3|1.0|5,000,000|1|95%
WENDY'S INTERNATIONAL, LLC|AMERICAS|Y|0|0.0|2,500,000|0|5%
WESFARMERS LIMITED|AUSTRALIA NZ|Y|5|1.7|2,500,000|0|95%
WESTPAC BANKING CORPORATION|AUSTRALIA NZ|Y|4|1.7|2,500,000|0|95%
WESTROCK MWV, LLC|AMERICAS|Y|0|0.0|2,500,000|1|5%
WEYERHAEUSER COMPANY|AMERICAS|Y|1|0.3|5,000,000|1|5%
WHIRLPOOL CORPORATION|AMERICAS|Y|2|0.7|5,000,000|1|5%
WIND ACQUISITION FINANCE S.A.|EUROPE|Y|0|0.0|2,500,000|0|95%
WIND TRE S.P.A.|EUROPE|Y|3|1.0|2,500,000|0|95%
WOLTERS KLUWER N.V.|EUROPE|Y|5|2.3|2,500,000|0|95%
WOODSIDE PETROLEUM LTD.|AUSTRALIA NZ|Y|5|2.3|2,500,000|0|95%
WOOLWORTHS GROUP LIMITED|AUSTRALIA NZ|Y|2|0.7|2,500,000|0|95%
WOORI BANK|ASIA EX-JAPAN|Y|7|3.3|2,500,000|0|95%
WPP 2005 LIMITED|EUROPE|Y|8|3.3|7,500,000|1|95%
XEROX CORPORATION|AMERICAS|Y|6|3.3|5,000,000|1|5%
XLIT LTD.|AMERICAS|Y|0|0.0|2,500,000|0|5%
XSTRATA LIMITED|EUROPE|Y|2|0.7|2,500,000|0|95%
YUM! BRANDS, INC.|AMERICAS|Y|6|3.0|5,000,000|1|5%
ZIGGO BOND COMPANY B.V.|EUROPE|Y|8|5.7|2,500,000|1|95%
ZURICH INSURANCE COMPANY LTD|EUROPE|Y|8|4.7|2,500,000|1|95%
