REFERENCE ENTITY|REGION|INDEX CONSTITUENT|TOTAL NUMBER OF CLEARING DEALERS|AVERAGE MONTHLY CLEARING DEALERS|AVERAGE DAILY NOTIONAL (USD EQ)|AVERAGE NUMBER TRADES/DAY|DOC CLAUSE %
SIEMENS AKTIENGESELLSCHAFT|EUROPE|Y|9|4.3|7,500,000|1|> 95%
SIMON PROPERTY GROUP, L.P.|AMERICAS|Y|6|4.0|5,000,000|1|< 5%
SINGAPORE TELECOMMUNICATIONS LIMITED|ASIA EX-JAPAN|Y|8|4.3|2,500,000|0|> 95%
SIRIUS XM RADIO INC.|AMERICAS|Y|6|4.7|2,500,000|1|< 5%
SK TELECOM CO., LTD.|ASIA EX-JAPAN|Y|5|4.0|2,500,000|0|> 95%
SKANDINAVISKA ENSKILDA BANKEN AB|EUROPE||1|0.3|2,500,000|0|> 95%
SKY LIMITED|EUROPE|Y|4|1.3|2,500,000|0|> 95%
SLOVAK REPUBLIC|SOVEREIGN|Y|3|1.0|2,500,000|0|> 95%
SMURFIT KAPPA ACQUISITIONS UNLIMITED COMPANY|EUROPE|Y|6|3.3|2,500,000|1|> 95%
SOCIALIST REPUBLIC OF VIETNAM|SOVEREIGN|Y|4|2.7|2,500,000|0|> 95%
SOCIETE GENERALE|EUROPE|Y|11|9.3|15,000,000|2|> 95%
SODEXO|EUROPE|Y|3|1.3|2,500,000|0|> 95%
SOFTBANK GROUP CORP.|JAPAN|Y|12|10.3|22,500,000|5|> 95%
SOLVAY|EUROPE|Y|8|5.3|5,000,000|1|> 95%
SONY CORPORATION|JAPAN|Y|9|4.0|2,500,000|0|> 95%
SOUTHWEST AIRLINES CO.|AMERICAS|Y|1|0.7|2,500,000|0|< 5%
SPRINGLEAF FINANCE CORPORATION|AMERICAS|Y|7|4.0|5,000,000|2|< 5%
SPRINT COMMUNICATIONS, INC.|AMERICAS|Y|6|3.7|7,500,000|2|< 5%
SSE PLC|EUROPE|Y|8|4.0|5,000,000|1|> 95%
STANDARD CHARTERED BANK|EUROPE|Y|7|3.7|2,500,000|1|> 95%
STANDARD CHARTERED PLC|EUROPE|Y|9|8.0|22,500,000|3|> 95%
STAPLES, INC.|AMERICAS|Y|10|7.7|15,000,000|4|< 5%
STATE BANK OF INDIA|ASIA EX-JAPAN|Y|10|7.3|5,000,000|1|> 95%
STATE GRID CORPORATION OF CHINA|ASIA EX-JAPAN|Y|8|5.0|2,500,000|0|> 95%
STATE OF ILLINOIS|AMERICAS|Y|1|0.3|2,500,000|0|> 95%
STATE OF ISRAEL|SOVEREIGN|Y|3|1.0|5,000,000|1|> 95%
STATE OF QATAR|SOVEREIGN|Y|8|6.7|15,000,000|2|> 95%
STENA AKTIEBOLAG|EUROPE|Y|7|4.3|7,500,000|1|> 95%
STMICROELECTRONICS N.V.|EUROPE|Y|3|1.7|2,500,000|0|> 95%
STONEGATE PUB COMPANY FINANCING PLC|EUROPE|Y|3|1.0|2,500,000|0|> 95%
STORA ENSO OYJ|EUROPE|Y|8|3.0|2,500,000|1|> 95%
SUEDZUCKER AG|EUROPE|Y|9|5.0|10,000,000|2|> 95%
SULTANATE OF OMAN|SOVEREIGN||4|2.7|2,500,000|0|> 95%
SUMITOMO CHEMICAL COMPANY, LIMITED|JAPAN|Y|9|4.3|2,500,000|0|> 95%
SUMITOMO CORPORATION|JAPAN|Y|9|4.7|2,500,000|0|> 95%
SUMITOMO MITSUI BANKING CORPORATION|JAPAN|Y|4|1.3|2,500,000|0|> 95%
SUMITOMO REALTY & DEVELOPMENT CO., LTD.|JAPAN|Y|9|4.7|2,500,000|0|> 95%
SUN HUNG KAI PROPERTIES LIMITED|ASIA EX-JAPAN|Y|7|4.7|2,500,000|0|> 95%
SUNRISE COMMUNICATIONS HOLDINGS S.A.|EUROPE|Y|7|2.7|2,500,000|0|> 95%
SUPERVALU INC.|AMERICAS|Y|5|3.7|2,500,000|1|< 5%
SVENSKA CELLULOSA AKTIEBOLAGET SCA|EUROPE|Y|0|0.0|2,500,000|0|> 95%
SVENSKA HANDELSBANKEN AB|EUROPE|Y|0|0.0|2,500,000|0|> 95%
SWEDBANK AB|EUROPE||4|1.7|2,500,000|0|> 95%
SWEDISH MATCH AB|EUROPE|Y|0|0.0|2,500,000|0|> 95%
SWIRE PACIFIC LIMITED|ASIA EX-JAPAN|Y|8|5.3|5,000,000|1|> 95%
SWISS REINSURANCE COMPANY LTD|EUROPE|Y|11|7.0|5,000,000|1|> 95%
SYNGENTA AG|EUROPE|Y|4|1.7|2,500,000|0|> 95%
SYNLAB UNSECURED BONDCO PLC|EUROPE|Y|4|1.3|2,500,000|0|> 95%
T-MOBILE USA, INC.|AMERICAS|Y|7|6.0|12,500,000|1|< 5%
TAISEI CORPORATION|JAPAN|Y|0|0.0|2,500,000|0|> 95%
TAKEDA PHARMACEUTICAL COMPANY LIMITED|JAPAN|Y|8|3.7|2,500,000|0|> 95%
TALEN ENERGY SUPPLY, LLC|AMERICAS|Y|6|5.3|2,500,000|2|< 5%
TARGA RESOURCES PARTNERS LP|AMERICAS|Y|8|6.0|2,500,000|1|< 5%
TARGET CORPORATION|AMERICAS|Y|7|2.7|7,500,000|1|5-25%
TATE & LYLE PUBLIC LIMITED COMPANY|EUROPE|Y|4|1.3|2,500,000|0|> 95%
TDC A/S|EUROPE|Y|8|3.0|2,500,000|1|> 95%
TECHEM GMBH|EUROPE|Y|2|1.0|2,500,000|0|> 95%
TECHNIPFMC PLC|EUROPE|Y|0|0.0|2,500,000|0|> 95%
TECK RESOURCES LIMITED|AMERICAS|Y|7|3.0|5,000,000|1|< 5%
TEGNA INC.|AMERICAS|Y|5|2.0|5,000,000|1|< 5%
TELECOM ITALIA SPA|EUROPE|Y|12|10.3|22,500,000|4|> 95%
TELEFONAKTIEBOLAGET L M ERICSSON|EUROPE|Y|7|4.7|5,000,000|1|> 95%
TELEFONICA, S.A.|EUROPE|Y|9|7.3|17,500,000|2|> 95%
TELEKOM AUSTRIA AKTIENGESELLSCHAFT|EUROPE|Y|3|1.0|5,000,000|1|> 95%
TELEKOM MALAYSIA BERHAD|ASIA EX-JAPAN|Y|8|4.7|2,500,000|0|> 95%
TELENOR ASA|EUROPE|Y|5|2.3|2,500,000|1|> 95%
TELIA COMPANY AB|EUROPE|Y|5|2.0|2,500,000|0|> 95%
TELSTRA CORPORATION LIMITED|AUSTRALIA NZ|Y|4|1.3|2,500,000|0|> 95%
TENAGA NASIONAL BERHAD|ASIA EX-JAPAN|Y|3|1.0|2,500,000|0|> 95%
TENCENT HOLDINGS LIMITED|ASIA EX-JAPAN|Y|9|5.7|5,000,000|1|> 95%
TENET HEALTHCARE CORPORATION|AMERICAS|Y|5|4.0|7,500,000|2|< 5%
TESCO PLC|EUROPE|Y|9|8.0|20,000,000|3|> 95%
TESLA, INC.|AMERICAS|Y|7|6.7|5,000,000|2|< 5%
TEVA PHARMACEUTICAL INDUSTRIES LIMITED|AMERICAS|Y|11|8.3|7,500,000|2|< 5%
TEXTRON INC.|AMERICAS||0|0.0|2,500,000|0|< 5%
THALES|EUROPE|Y|1|0.3|2,500,000|0|> 95%
THE ADT SECURITY CORPORATION|AMERICAS|Y|8|7.7|2,500,000|1|< 5%
THE AES CORPORATION|AMERICAS|Y|6|2.7|5,000,000|1|< 5%
THE ALLSTATE CORPORATION|AMERICAS|Y|3|1.0|2,500,000|0|< 5%
THE BOEING COMPANY|AMERICAS|Y|9|4.7|12,500,000|2|< 5%
THE CITY OF NEW YORK|AMERICAS|Y|1|0.3|2,500,000|0|> 95%
THE COCA-COLA COMPANY|AMERICAS||3|1.0|2,500,000|0|< 5%
THE DOW CHEMICAL COMPANY|AMERICAS|Y|8|5.0|5,000,000|1|< 5%
THE EXPORT-IMPORT BANK OF CHINA|ASIA EX-JAPAN|Y|3|1.0|7,500,000|1|> 95%
THE EXPORT-IMPORT BANK OF KOREA|ASIA EX-JAPAN|Y|6|3.0|7,500,000|1|> 95%
THE GAP, INC.|AMERICAS|Y|3|1.7|5,000,000|1|< 5%
THE GOLDMAN SACHS GROUP, INC.|AMERICAS|Y|8|4.3|15,000,000|1|< 5%
THE GOODYEAR TIRE & RUBBER COMPANY|AMERICAS|Y|10|7.3|10,000,000|3|< 5%
THE HARTFORD FINANCIAL SERVICES GROUP, INC.|AMERICAS|Y|5|2.0|5,000,000|1|< 5%
THE HERTZ CORPORATION|AMERICAS|Y|7|6.3|12,500,000|4|< 5%
THE HOME DEPOT, INC.|AMERICAS|Y|3|1.0|2,500,000|1|< 5%
THE HONGKONG LAND COMPANY, LIMITED|ASIA EX-JAPAN|Y|8|5.0|2,500,000|0|> 95%
THE ISRAEL ELECTRIC CORPORATION LTD.|EUROPE|Y|4|1.7|2,500,000|0|> 95%
THE KANSAI ELECTRIC POWER COMPANY, INCORPORATED|JAPAN|Y|2|0.7|2,500,000|0|> 95%
THE KOREA DEVELOPMENT BANK|ASIA EX-JAPAN|Y|9|7.0|5,000,000|1|> 95%
THE KROGER CO.|AMERICAS|Y|7|4.7|7,500,000|1|< 5%
THE MCCLATCHY COMPANY|AMERICAS|Y|7|4.3|5,000,000|3|< 5%
THE NEIMAN MARCUS GROUP LLC|AMERICAS|Y|7|5.0|5,000,000|2|< 5%
THE NEW YORK TIMES COMPANY|AMERICAS|Y|0|0.0|2,500,000|0|< 5%
THE PROCTER & GAMBLE COMPANY|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
THE ROYAL BANK OF SCOTLAND GROUP PUBLIC LIMITED COMPANY|EUROPE|Y|11|9.0|50,000,000|5|> 95%
THE SHERWIN-WILLIAMS COMPANY|AMERICAS|Y|7|4.3|7,500,000|2|< 5%
THE SOUTHERN COMPANY|AMERICAS|Y|7|4.0|2,500,000|0|< 5%
THE WALT DISNEY COMPANY|AMERICAS|Y|3|1.0|5,000,000|1|< 5%
THE WESTERN UNION COMPANY|AMERICAS||4|1.3|2,500,000|0|< 5%
THE WHARF (HOLDINGS) LIMITED|ASIA EX-JAPAN||0|0.0|2,500,000|0|> 95%
THE WILLIAMS COMPANIES, INC.|AMERICAS|Y|5|3.0|5,000,000|1|5-25%
THYSSENKRUPP AG|EUROPE|Y|11|8.7|15,000,000|3|> 95%
TIME WARNER CABLE, LLC|AMERICAS||4|2.0|2,500,000|0|< 5%
TOKYO ELECTRIC POWER COMPANY HOLDINGS, INCORPORATED|JAPAN|Y|9|4.7|2,500,000|0|> 95%
TOLL BROTHERS, INC.|AMERICAS|Y|4|2.3|7,500,000|2|< 5%
TOSHIBA CORPORATION|JAPAN|Y|11|5.3|2,500,000|1|> 95%
TOTAL SA|EUROPE|Y|8|3.3|10,000,000|1|> 95%
TOYOTA MOTOR CORPORATION|JAPAN|Y|11|5.3|2,500,000|0|> 95%
TRANSCANADA PIPELINES LIMITED|AMERICAS||1|0.3|2,500,000|0|< 5%
TRANSDIGM INC.|AMERICAS|Y|9|6.7|5,000,000|1|< 5%
TRANSOCEAN INC.|AMERICAS|Y|7|5.7|7,500,000|4|< 5%
TRIONISTA HOLDCO GMBH|EUROPE|Y|0|0.0|2,500,000|0|> 95%
TRW AUTOMOTIVE INC.|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
TUI AG|EUROPE|Y|7|5.7|7,500,000|2|> 95%
TWDC ENTERPRISES 18 CORP.|AMERICAS||3|1.0|2,500,000|0|< 5%
TYSON FOODS, INC.|AMERICAS|Y|6|2.7|5,000,000|1|< 5%
UBS AG|EUROPE|Y|5|1.7|5,000,000|0|> 95%
UBS GROUP AG|EUROPE|Y|8|5.7|2,500,000|0|> 95%
UCB|EUROPE|Y|0|0.0|2,500,000|0|> 95%
UKRAINE|SOVEREIGN|Y|4|2.3|5,000,000|1|> 95%
UNIBAIL-RODAMCO-WESTFIELD SE|EUROPE|Y|11|7.0|7,500,000|1|> 95%
UNICREDIT, SOCIETA PER AZIONI|EUROPE|Y|12|11.0|50,000,000|3|> 95%
UNILABS SUBHOLDING AB (PUBL)|EUROPE|Y|4|2.3|2,500,000|0|> 95%
UNILEVER N.V.|EUROPE|Y|2|0.7|5,000,000|0|> 95%
UNION PACIFIC CORPORATION|AMERICAS|Y|2|0.7|2,500,000|0|< 5%
UNIONE DI BANCHE ITALIANE SOCIETA PER AZIONI|EUROPE||1|0.3|2,500,000|0|> 95%
UNISYS CORPORATION|AMERICAS|Y|9|7.0|5,000,000|1|< 5%
UNITED AIRLINES HOLDINGS, INC.|AMERICAS|Y|9|6.7|2,500,000|1|< 5%
UNITED GROUP B.V.|EUROPE|Y|4|2.3|2,500,000|0|> 95%
UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND|SOVEREIGN|Y|4|2.3|7,500,000|0|> 95%
UNITED MEXICAN STATES|SOVEREIGN|Y|10|9.0|225,000,000|25|> 95%
UNITED OVERSEAS BANK LIMITED|ASIA EX-JAPAN|Y|6|3.7|2,500,000|0|> 95%
UNITED PARCEL SERVICE, INC.|AMERICAS|Y|5|2.7|5,000,000|1|< 5%
UNITED RENTALS (NORTH AMERICA), INC.|AMERICAS|Y|7|5.0|5,000,000|2|< 5%
UNITED STATES OF AMERICA|SOVEREIGN|Y|1|0.3|5,000,000|0|> 95%
UNITED STATES STEEL CORPORATION|AMERICAS|Y|8|7.0|17,500,000|8|< 5%
UNITED TECHNOLOGIES CORPORATION|AMERICAS||1|0.3|2,500,000|0|< 5%
UNITED UTILITIES PLC|EUROPE|Y|3|1.3|2,500,000|0|> 95%
UNITEDHEALTH GROUP INCORPORATED|AMERICAS|Y|2|0.7|2,500,000|1|< 5%
UNITI GROUP INC.|AMERICAS|Y|7|5.3|7,500,000|3|< 5%
UNITYMEDIA GMBH|EUROPE|Y|7|3.7|2,500,000|0|> 95%
UNIVERSAL HEALTH SERVICES, INC.|AMERICAS|Y|2|1.0|2,500,000|1|< 5%
UNIVISION COMMUNICATIONS INC.|AMERICAS|Y|8|5.7|2,500,000|1|< 5%
UPC HOLDING B.V.|EUROPE|Y|8|6.0|5,000,000|1|> 95%
UPM-KYMMENE OYJ|EUROPE|Y|3|1.3|2,500,000|0|> 95%
VALE SA|AMERICAS|Y|6|4.0|2,500,000|0|> 95%
VALEO|EUROPE|Y|10|7.0|10,000,000|3|> 95%
VALERO ENERGY CORPORATION|AMERICAS|Y|7|4.7|5,000,000|1|< 5%
VATTENFALL AB|EUROPE|Y|1|0.3|2,500,000|0|> 95%
VEOLIA ENVIRONNEMENT|EUROPE|Y|7|3.3|7,500,000|1|> 95%
VERISURE MIDHOLDING AB|EUROPE|Y|3|1.3|2,500,000|0|> 95%
VERIZON COMMUNICATIONS INC.|AMERICAS|Y|8|5.0|12,500,000|2|< 5%
VINCI|EUROPE|Y|9|5.0|5,000,000|1|> 95%
VIRGIN MEDIA FINANCE PLC|EUROPE|Y|6|5.0|7,500,000|2|> 95%
VISTRA ENERGY CORP.|AMERICAS|Y|8|6.0|2,500,000|1|< 5%
VIVENDI|EUROPE|Y|8|4.0|7,500,000|1|> 95%
VODAFONE GROUP PUBLIC LIMITED COMPANY|EUROPE|Y|10|7.0|12,500,000|2|> 95%
VOLKSWAGEN AKTIENGESELLSCHAFT|EUROPE|Y|12|10.0|25,000,000|3|> 95%
VORNADO REALTY L.P.|AMERICAS|Y|0|0.0|2,500,000|0|< 5%
VUE INTERNATIONAL BIDCO PLC|EUROPE|Y|8|3.3|2,500,000|0|> 95%
WALMART INC.|AMERICAS|Y|4|1.7|2,500,000|1|< 5%
WELLS FARGO & COMPANY|AMERICAS|Y|7|3.0|7,500,000|1|< 5%
WELLTOWER INC.|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
WENDEL|EUROPE|Y|6|2.7|2,500,000|1|> 95%
WENDY'S INTERNATIONAL, LLC|AMERICAS|Y|2|0.7|2,500,000|0|< 5%
WESFARMERS LIMITED|AUSTRALIA NZ|Y|1|0.3|2,500,000|0|> 95%
WESTPAC BANKING CORPORATION|AUSTRALIA NZ|Y|9|5.0|15,000,000|2|> 95%
WESTROCK MWV, LLC|AMERICAS|Y|1|0.3|5,000,000|1|< 5%
WEYERHAEUSER COMPANY|AMERICAS|Y|5|2.0|2,500,000|0|< 5%
WHIRLPOOL CORPORATION|AMERICAS|Y|5|3.3|7,500,000|1|< 5%
WHITING PETROLEUM CORPORATION|AMERICAS|Y|8|7.0|5,000,000|3|< 5%
WIND ACQUISITION FINANCE S.A.|EUROPE|Y|5|1.7|2,500,000|0|> 95%
WIND TRE S.P.A.|EUROPE|Y|6|2.3|2,500,000|0|> 95%
WIRECARD AG|EUROPE||2|1.3|2,500,000|0|> 95%
WOLTERS KLUWER N.V.|EUROPE|Y|3|1.3|2,500,000|0|> 95%
WOODSIDE PETROLEUM LTD.|AUSTRALIA NZ|Y|6|2.3|2,500,000|0|> 95%
WOOLWORTHS GROUP LIMITED|AUSTRALIA NZ|Y|2|0.7|2,500,000|0|> 95%
WOORI BANK|ASIA EX-JAPAN|Y|8|5.0|5,000,000|0|> 95%
WPP 2005 LIMITED|EUROPE|Y|9|5.0|5,000,000|1|> 95%
XEROX CORPORATION|AMERICAS|Y|9|5.7|12,500,000|4|< 5%
XLIT LTD.|AMERICAS|Y|2|0.7|2,500,000|0|< 5%
XSTRATA LIMITED|EUROPE|Y|0|0.0|2,500,000|0|> 95%
YUM! BRANDS, INC.|AMERICAS|Y|5|3.3|5,000,000|1|< 5%
ZIGGO BOND COMPANY B.V.|EUROPE|Y|5|3.7|2,500,000|1|> 95%
ZURICH INSURANCE COMPANY LTD|EUROPE|Y|10|6.7|5,000,000|1|> 95%
