REFERENCE ENTITY|REGION|INDEX CONSTITUENT|TOTAL NUMBER OF CLEARING DEALERS|AVERAGE MONTHLY CLEARING DEALERS|AVERAGE DAILY NOTIONAL (USD EQ)|AVERAGE NUMBER TRADES/DAY|DOC CLAUSE %
STATE OF KUWAIT|SOVEREIGN||1|0.3|2,500,000|0|> 95%
STATE OF QATAR|SOVEREIGN|Y|8|6.0|22,500,000|4|> 95%
STENA AKTIEBOLAG|EUROPE|Y|7|4.7|7,500,000|2|> 95%
STMICROELECTRONICS N.V.|EUROPE|Y|3|1.0|5,000,000|1|> 95%
STONEGATE PUB COMPANY FINANCING PLC|EUROPE|Y|4|2.7|2,500,000|1|> 95%
STORA ENSO OYJ|EUROPE|Y|6|3.3|5,000,000|1|> 95%
SUEDZUCKER AG|EUROPE|Y|5|2.7|5,000,000|1|> 95%
SULTANATE OF OMAN|SOVEREIGN||7|4.3|5,000,000|0|> 95%
SUMITOMO CHEMICAL COMPANY, LIMITED|JAPAN|Y|7|4.3|2,500,000|0|> 95%
SUMITOMO CORPORATION|JAPAN|Y|7|4.0|5,000,000|0|> 95%
SUMITOMO MITSUI BANKING CORPORATION|JAPAN|Y|2|0.7|2,500,000|0|> 95%
SUMITOMO REALTY & DEVELOPMENT CO., LTD.|JAPAN|Y|8|3.7|2,500,000|0|> 95%
SUN HUNG KAI PROPERTIES LIMITED|ASIA EX-JAPAN|Y|8|5.7|2,500,000|0|> 95%
SUNRISE COMMUNICATIONS HOLDINGS S.A.|EUROPE|Y|3|1.3|2,500,000|0|> 95%
SUPERVALU INC.|AMERICAS|Y|5|2.3|2,500,000|0|< 5%
SVENSKA CELLULOSA AKTIEBOLAGET SCA|EUROPE|Y|0|0.0|2,500,000|0|> 95%
SVENSKA HANDELSBANKEN AB|EUROPE|Y|1|0.3|2,500,000|0|> 95%
SWEDBANK AB|EUROPE||1|0.3|2,500,000|0|> 95%
SWEDISH MATCH AB|EUROPE|Y|1|0.3|2,500,000|0|> 95%
SWIRE PACIFIC LIMITED|ASIA EX-JAPAN|Y|9|5.7|5,000,000|0|> 95%
SWISS REINSURANCE COMPANY LTD|EUROPE|Y|8|5.3|7,500,000|1|> 95%
SYNGENTA AG|EUROPE|Y|2|1.3|2,500,000|0|> 95%
SYNLAB UNSECURED BONDCO PLC|EUROPE|Y|5|2.3|2,500,000|0|> 95%
T-MOBILE USA, INC.|AMERICAS|Y|7|5.0|5,000,000|1|< 5%
TAISEI CORPORATION|JAPAN|Y|0|0.0|2,500,000|0|> 95%
TAKEDA PHARMACEUTICAL COMPANY LIMITED|JAPAN|Y|6|2.7|2,500,000|0|> 95%
TALEN ENERGY SUPPLY, LLC|AMERICAS|Y|5|2.7|2,500,000|1|< 5%
TARGA RESOURCES PARTNERS LP|AMERICAS|Y|6|3.7|2,500,000|0|< 5%
TARGET CORPORATION|AMERICAS|Y|6|4.0|7,500,000|2|< 5%
TATE & LYLE PUBLIC LIMITED COMPANY|EUROPE|Y|1|0.3|2,500,000|0|> 95%
TDC A/S|EUROPE|Y|4|2.0|2,500,000|0|> 95%
TECHEM GMBH|EUROPE|Y|0|0.0|2,500,000|0|> 95%
TECHNIPFMC PLC|EUROPE|Y|2|0.7|2,500,000|0|> 95%
TECK RESOURCES LIMITED|AMERICAS|Y|7|5.0|10,000,000|4|< 5%
TEGNA INC.|AMERICAS|Y|2|1.0|2,500,000|1|< 5%
TELECOM ITALIA SPA|EUROPE|Y|8|5.3|12,500,000|3|> 95%
TELEFONAKTIEBOLAGET L M ERICSSON|EUROPE|Y|3|2.0|2,500,000|0|> 95%
TELEFONICA, S.A.|EUROPE|Y|10|6.7|20,000,000|3|> 95%
TELEKOM AUSTRIA AKTIENGESELLSCHAFT|EUROPE|Y|1|0.3|2,500,000|0|> 95%
TELEKOM MALAYSIA BERHAD|ASIA EX-JAPAN|Y|6|3.0|2,500,000|0|> 95%
TELENOR ASA|EUROPE|Y|3|1.3|5,000,000|1|> 95%
TELIA COMPANY AB|EUROPE|Y|3|1.0|5,000,000|0|> 95%
TELSTRA CORPORATION LIMITED|AUSTRALIA NZ|Y|2|0.7|2,500,000|0|> 95%
TEMASEK HOLDINGS (PRIVATE) LIMITED|ASIA EX-JAPAN|Y|0|0.0|2,500,000|0|> 95%
TENAGA NASIONAL BERHAD|ASIA EX-JAPAN|Y|2|0.7|2,500,000|0|> 95%
TENCENT HOLDINGS LIMITED|ASIA EX-JAPAN|Y|10|7.3|5,000,000|1|> 95%
TENET HEALTHCARE CORPORATION|AMERICAS|Y|6|4.7|10,000,000|3|< 5%
TEOLLISUUDEN VOIMA OYJ|EUROPE|Y|2|0.7|2,500,000|0|> 95%
TESCO PLC|EUROPE|Y|9|6.0|12,500,000|2|> 95%
TESLA, INC.|AMERICAS|Y|7|6.3|5,000,000|2|< 5%
TEVA PHARMACEUTICAL INDUSTRIES LIMITED|AMERICAS|Y|9|6.7|2,500,000|2|< 5%
TEXTRON INC.|AMERICAS||0|0.0|2,500,000|0|< 5%
THALES|EUROPE|Y|1|0.3|2,500,000|0|> 95%
THE ADT SECURITY CORPORATION|AMERICAS|Y|10|6.3|2,500,000|1|< 5%
THE AES CORPORATION|AMERICAS|Y|7|3.3|5,000,000|1|< 5%
THE ALLSTATE CORPORATION|AMERICAS|Y|5|3.0|5,000,000|3|< 5%
THE BANK OF NOVA SCOTIA|AMERICAS||2|0.7|2,500,000|0|< 5%
THE BOEING COMPANY|AMERICAS|Y|7|6.0|17,500,000|6|< 5%
THE CLOROX COMPANY|AMERICAS||1|0.7|2,500,000|0|< 5%
THE DOW CHEMICAL COMPANY|AMERICAS|Y|8|4.7|12,500,000|3|< 5%
THE EXPORT-IMPORT BANK OF CHINA|ASIA EX-JAPAN|Y|5|3.0|5,000,000|0|> 95%
THE EXPORT-IMPORT BANK OF KOREA|ASIA EX-JAPAN|Y|5|3.3|7,500,000|1|> 95%
THE GAP, INC.|AMERICAS|Y|7|4.7|12,500,000|4|< 5%
THE GOLDMAN SACHS GROUP, INC.|AMERICAS|Y|7|5.3|20,000,000|2|< 5%
THE GOODYEAR TIRE & RUBBER COMPANY|AMERICAS|Y|9|6.0|7,500,000|3|< 5%
THE HARTFORD FINANCIAL SERVICES GROUP, INC.|AMERICAS|Y|7|4.3|10,000,000|4|< 5%
THE HERTZ CORPORATION|AMERICAS|Y|10|7.7|15,000,000|9|< 5%
THE HOME DEPOT, INC.|AMERICAS|Y|5|2.7|7,500,000|2|< 5%
THE HONGKONG LAND COMPANY, LIMITED|ASIA EX-JAPAN|Y|8|5.3|2,500,000|0|> 95%
THE ISRAEL ELECTRIC CORPORATION LTD.|EUROPE|Y|1|0.7|2,500,000|0|> 95%
THE KANSAI ELECTRIC POWER COMPANY, INCORPORATED|JAPAN|Y|0|0.0|2,500,000|0|> 95%
THE KOREA DEVELOPMENT BANK|ASIA EX-JAPAN|Y|6|3.3|5,000,000|0|> 95%
THE KROGER CO.|AMERICAS|Y|7|4.3|10,000,000|3|< 5%
THE PROCTER & GAMBLE COMPANY|AMERICAS|Y|7|4.0|10,000,000|2|5-25%
THE ROYAL BANK OF SCOTLAND GROUP PUBLIC LIMITED COMPANY|EUROPE|Y|9|6.7|15,000,000|2|> 95%
THE SHERWIN-WILLIAMS COMPANY|AMERICAS|Y|8|5.3|12,500,000|4|< 5%
THE SOUTHERN COMPANY|AMERICAS|Y|7|7.0|7,500,000|2|< 5%
THE WALT DISNEY COMPANY|AMERICAS|Y|7|4.3|7,500,000|3|< 5%
THE WESTERN UNION COMPANY|AMERICAS||1|0.3|2,500,000|0|< 5%
THE WHARF (HOLDINGS) LIMITED|ASIA EX-JAPAN||3|1.0|2,500,000|0|> 95%
THE WILLIAMS COMPANIES, INC.|AMERICAS|Y|8|5.3|10,000,000|3|< 5%
THYSSENKRUPP AG|EUROPE|Y|10|6.0|10,000,000|2|> 95%
TIME WARNER CABLE, LLC|AMERICAS||0|0.0|2,500,000|0|< 5%
TOKYO ELECTRIC POWER COMPANY HOLDINGS, INCORPORATED|JAPAN|Y|7|4.0|2,500,000|0|> 95%
TOLL BROTHERS, INC.|AMERICAS|Y|5|3.3|7,500,000|2|< 5%
TOSHIBA CORPORATION|JAPAN|Y|7|4.0|2,500,000|0|> 95%
TOTAL SA|EUROPE|Y|9|6.3|15,000,000|2|> 95%
TOYOTA MOTOR CORPORATION|JAPAN|Y|10|7.0|5,000,000|1|> 95%
TRANSCANADA PIPELINES LIMITED|AMERICAS||2|0.7|2,500,000|0|< 5%
TRANSDIGM INC.|AMERICAS|Y|8|5.0|5,000,000|1|< 5%
TRANSOCEAN INC.|AMERICAS|Y|8|6.7|15,000,000|5|< 5%
TUI AG|EUROPE|Y|8|5.7|10,000,000|3|> 95%
TWDC ENTERPRISES 18 CORP.|AMERICAS||2|0.7|2,500,000|0|25-75%
TYSON FOODS, INC.|AMERICAS|Y|7|3.3|7,500,000|2|< 5%
UBS AG|EUROPE|Y|5|2.3|7,500,000|1|> 95%
UBS GROUP AG|EUROPE|Y|6|4.0|5,000,000|1|> 95%
UCB|EUROPE|Y|1|0.3|2,500,000|0|> 95%
UKRAINE|SOVEREIGN|Y|8|4.7|15,000,000|2|> 95%
UNIBAIL-RODAMCO-WESTFIELD SE|EUROPE|Y|7|5.0|12,500,000|2|> 95%
UNICREDIT, SOCIETA PER AZIONI|EUROPE|Y|11|7.7|17,500,000|3|> 95%
UNILABS SUBHOLDING AB (PUBL)|EUROPE|Y|4|1.7|2,500,000|0|> 95%
UNILEVER N.V.|EUROPE|Y|3|1.3|5,000,000|1|> 95%
UNION PACIFIC CORPORATION|AMERICAS|Y|4|1.7|7,500,000|2|< 5%
UNIONE DI BANCHE ITALIANE SOCIETA PER AZIONI|EUROPE||0|0.0|2,500,000|0|> 95%
UNISYS CORPORATION|AMERICAS|Y|8|5.0|2,500,000|1|< 5%
UNITED AIRLINES HOLDINGS, INC.|AMERICAS|Y|7|5.7|7,500,000|3|5-25%
UNITED GROUP B.V.|EUROPE|Y|3|1.7|2,500,000|0|> 95%
UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND|SOVEREIGN|Y|4|1.3|12,500,000|1|> 95%
UNITED MEXICAN STATES|SOVEREIGN|Y|11|9.3|225,000,000|29|> 95%
UNITED OVERSEAS BANK LIMITED|ASIA EX-JAPAN|Y|1|0.7|2,500,000|0|> 95%
UNITED PARCEL SERVICE, INC.|AMERICAS|Y|8|4.0|12,500,000|3|< 5%
UNITED RENTALS (NORTH AMERICA), INC.|AMERICAS|Y|4|2.7|5,000,000|1|< 5%
UNITED STATES OF AMERICA|SOVEREIGN|Y|1|0.3|2,500,000|0|> 95%
UNITED STATES STEEL CORPORATION|AMERICAS|Y|9|6.3|12,500,000|6|< 5%
UNITED UTILITIES PLC|EUROPE|Y|3|1.0|2,500,000|0|> 95%
UNITEDHEALTH GROUP INCORPORATED|AMERICAS|Y|7|3.3|7,500,000|2|5-25%
UNITI GROUP INC.|AMERICAS|Y|4|3.7|5,000,000|1|< 5%
UNIVERSAL HEALTH SERVICES, INC.|AMERICAS|Y|4|1.7|2,500,000|1|< 5%
UNIVISION COMMUNICATIONS INC.|AMERICAS|Y|6|5.3|2,500,000|1|< 5%
UPC HOLDING B.V.|EUROPE|Y|7|4.0|2,500,000|0|> 95%
UPM-KYMMENE OYJ|EUROPE|Y|2|1.0|2,500,000|0|> 95%
VALE SA|AMERICAS|Y|7|4.7|2,500,000|1|> 95%
VALEO|EUROPE|Y|9|6.0|12,500,000|4|> 95%
VALERO ENERGY CORPORATION|AMERICAS|Y|7|3.0|7,500,000|3|< 5%
VANKE REAL ESTATE (HONG KONG) COMPANY LIMITED|ASIA EX-JAPAN||6|3.7|2,500,000|0|> 95%
VATTENFALL AB|EUROPE|Y|2|0.7|2,500,000|0|> 95%
VEOLIA ENVIRONNEMENT|EUROPE|Y|6|2.0|5,000,000|1|> 95%
VERISURE MIDHOLDING AB|EUROPE|Y|3|1.0|2,500,000|0|> 95%
VERIZON COMMUNICATIONS INC.|AMERICAS|Y|7|6.7|50,000,000|5|< 5%
VIACOMCBS INC.|AMERICAS||8|5.7|12,500,000|4|< 5%
VINCI|EUROPE|Y|6|3.3|2,500,000|1|> 95%
VIRGIN MEDIA FINANCE PLC|EUROPE|Y|5|4.3|5,000,000|2|> 95%
VISTRA ENERGY CORP.|AMERICAS|Y|5|3.0|2,500,000|0|< 5%
VIVENDI|EUROPE|Y|4|2.3|5,000,000|1|> 95%
VODAFONE GROUP PUBLIC LIMITED COMPANY|EUROPE|Y|10|5.3|12,500,000|2|> 95%
VODAFONE WEST GMBH|EUROPE||5|2.0|2,500,000|0|> 95%
VOLKSWAGEN AKTIENGESELLSCHAFT|EUROPE|Y|10|8.0|22,500,000|3|> 95%
VOLVO CAR AB|EUROPE|Y|3|1.0|2,500,000|0|> 95%
VORNADO REALTY L.P.|AMERICAS|Y|0|0.0|2,500,000|0|< 5%
VUE INTERNATIONAL BIDCO PLC|EUROPE|Y|6|4.3|2,500,000|1|> 95%
WALMART INC.|AMERICAS|Y|3|1.3|5,000,000|2|< 5%
WELLS FARGO & COMPANY|AMERICAS|Y|6|3.7|15,000,000|2|< 5%
WELLTOWER INC.|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
WENDEL|EUROPE|Y|5|3.0|5,000,000|1|> 95%
WESFARMERS LIMITED|AUSTRALIA NZ|Y|1|0.3|2,500,000|0|> 95%
WESTPAC BANKING CORPORATION|AUSTRALIA NZ|Y|8|4.3|10,000,000|1|> 95%
WESTROCK MWV, LLC|AMERICAS|Y|4|2.3|5,000,000|3|< 5%
WEYERHAEUSER COMPANY|AMERICAS|Y|4|1.7|7,500,000|2|< 5%
WHIRLPOOL CORPORATION|AMERICAS|Y|7|4.3|12,500,000|3|< 5%
WIND ACQUISITION FINANCE S.A.|EUROPE|Y|2|1.0|2,500,000|0|> 95%
WIND TRE S.P.A.|EUROPE|Y|2|1.0|2,500,000|0|> 95%
WIRECARD AG|EUROPE||4|2.7|5,000,000|1|> 95%
WOLTERS KLUWER N.V.|EUROPE|Y|1|0.3|2,500,000|0|> 95%
WOODSIDE PETROLEUM LTD.|AUSTRALIA NZ|Y|4|1.3|2,500,000|0|> 95%
WOOLWORTHS GROUP LIMITED|AUSTRALIA NZ|Y|3|1.0|2,500,000|0|> 95%
WOORI BANK|ASIA EX-JAPAN|Y|9|6.0|5,000,000|0|> 95%
WPP 2005 LIMITED|EUROPE|Y|5|3.7|5,000,000|1|> 95%
XEROX CORPORATION|AMERICAS|Y|7|3.7|10,000,000|2|< 5%
XLIT LTD.|AMERICAS|Y|3|1.3|5,000,000|2|< 5%
YUM! BRANDS, INC.|AMERICAS|Y|6|3.3|5,000,000|1|< 5%
ZIGGO BOND COMPANY B.V.|EUROPE|Y|6|4.0|2,500,000|0|> 95%
ZURICH INSURANCE COMPANY LTD|EUROPE|Y|10|7.0|7,500,000|1|> 95%
