REFERENCE ENTITY|REGION|INDEX CONSTITUENT|TOTAL NUMBER OF CLEARING DEALERS|AVERAGE MONTHLY CLEARING DEALERS|AVERAGE DAILY NOTIONAL (USD EQ)|AVERAGE NUMBER TRADES/DAY|DOC CLAUSE %
SVENSKA HANDELSBANKEN AB|EUROPE|Y|0|0.0|2,500,000|0|> 95%
SWEDBANK AB|EUROPE||3|1.0|2,500,000|0|> 95%
SWIRE PACIFIC LIMITED|ASIA EX-JAPAN|Y|3|2.3|2,500,000|0|> 95%
SWISS REINSURANCE COMPANY LTD|EUROPE|Y|7|4.3|15,000,000|3|> 95%
SYNGENTA AG|EUROPE|Y|3|2.0|5,000,000|1|> 95%
SYNLAB UNSECURED BONDCO PLC|EUROPE|Y|3|1.7|2,500,000|0|> 95%
T-MOBILE USA, INC.|AMERICAS|Y|7|4.7|15,000,000|4|< 5%
TAKEDA PHARMACEUTICAL COMPANY LIMITED|JAPAN|Y|6|3.3|2,500,000|0|> 95%
TALEN ENERGY SUPPLY, LLC|AMERICAS|Y|6|3.7|7,500,000|5|< 5%
TARGA RESOURCES PARTNERS LP|AMERICAS|Y|7|5.0|2,500,000|1|5-25%
TARGET CORPORATION|AMERICAS|Y|3|1.3|7,500,000|1|< 5%
TATE & LYLE PUBLIC LIMITED COMPANY|EUROPE|Y|0|0.0|2,500,000|0|> 95%
TDC HOLDING A/S|EUROPE||9|4.3|5,000,000|1|> 95%
TECHNIPFMC PLC|EUROPE|Y|0|0.0|2,500,000|0|> 95%
TECK RESOURCES LIMITED|AMERICAS|Y|6|2.7|25,000,000|6|< 5%
TEGNA INC.|AMERICAS|Y|5|3.3|2,500,000|1|< 5%
TELECOM ITALIA SPA|EUROPE|Y|10|7.7|22,500,000|6|> 95%
TELEFONAKTIEBOLAGET L M ERICSSON|EUROPE|Y|8|3.3|7,500,000|2|> 95%
TELEFONICA, S.A.|EUROPE|Y|9|5.0|50,000,000|5|> 95%
TELEKOM AUSTRIA AKTIENGESELLSCHAFT|EUROPE|Y|3|1.0|5,000,000|1|> 95%
TELEKOM MALAYSIA BERHAD|ASIA EX-JAPAN|Y|1|0.3|2,500,000|0|> 95%
TELENOR ASA|EUROPE|Y|3|1.0|5,000,000|1|> 95%
TELIA COMPANY AB|EUROPE|Y|2|0.7|5,000,000|1|> 95%
TELSTRA CORPORATION LIMITED|AUSTRALIA NZ|Y|2|0.7|2,500,000|0|> 95%
TENCENT HOLDINGS LIMITED|ASIA EX-JAPAN|Y|5|3.0|5,000,000|1|> 95%
TENET HEALTHCARE CORPORATION|AMERICAS|Y|7|6.0|15,000,000|5|< 5%
TEOLLISUUDEN VOIMA OYJ|EUROPE|Y|0|0.0|2,500,000|0|> 95%
TESCO PLC|EUROPE|Y|8|5.0|12,500,000|3|> 95%
TESLA, INC.|AMERICAS|Y|4|2.0|5,000,000|1|< 5%
TEVA PHARMACEUTICAL INDUSTRIES LIMITED|AMERICAS|Y|7|4.3|7,500,000|2|< 5%
THALES|EUROPE|Y|2|0.7|2,500,000|1|> 95%
THE ADT SECURITY CORPORATION|AMERICAS|Y|3|1.3|2,500,000|1|< 5%
THE AES CORPORATION|AMERICAS|Y|7|4.3|15,000,000|3|< 5%
THE ALLSTATE CORPORATION|AMERICAS|Y|5|2.0|5,000,000|2|< 5%
THE BOEING COMPANY|AMERICAS|Y|8|6.0|50,000,000|7|< 5%
THE DOW CHEMICAL COMPANY|AMERICAS|Y|7|4.0|12,500,000|3|< 5%
THE EXPORT-IMPORT BANK OF CHINA|ASIA EX-JAPAN|Y|0|0.0|2,500,000|0|> 95%
THE EXPORT-IMPORT BANK OF KOREA|ASIA EX-JAPAN|Y|1|0.3|2,500,000|0|> 95%
THE GAP, INC.|AMERICAS|Y|9|6.7|17,500,000|5|< 5%
THE GOLDMAN SACHS GROUP, INC.|AMERICAS|Y|7|5.3|50,000,000|4|< 5%
THE GOODYEAR TIRE & RUBBER COMPANY|AMERICAS|Y|7|5.0|15,000,000|6|< 5%
THE HARTFORD FINANCIAL SERVICES GROUP, INC.|AMERICAS|Y|2|0.7|2,500,000|1|< 5%
THE HOME DEPOT, INC.|AMERICAS|Y|4|1.7|5,000,000|1|< 5%
THE HONGKONG LAND COMPANY, LIMITED|ASIA EX-JAPAN|Y|4|2.7|2,500,000|0|> 95%
THE ISRAEL ELECTRIC CORPORATION LTD.|EUROPE|Y|2|0.7|2,500,000|0|> 95%
THE KANSAI ELECTRIC POWER COMPANY, INCORPORATED|JAPAN|Y|1|0.3|2,500,000|0|> 95%
THE KOREA DEVELOPMENT BANK|ASIA EX-JAPAN|Y|1|0.3|2,500,000|0|> 95%
THE KROGER CO.|AMERICAS|Y|7|4.0|17,500,000|3|< 5%
THE PROCTER & GAMBLE COMPANY|AMERICAS|Y|7|3.0|17,500,000|2|< 5%
THE SHERWIN-WILLIAMS COMPANY|AMERICAS|Y|6|3.0|12,500,000|2|< 5%
THE SOUTHERN COMPANY|AMERICAS|Y|3|1.0|5,000,000|1|< 5%
THE WALT DISNEY COMPANY|AMERICAS|Y|4|1.7|5,000,000|1|< 5%
THE WILLIAMS COMPANIES, INC.|AMERICAS|Y|7|2.7|10,000,000|2|< 5%
THYSSENKRUPP AG|EUROPE|Y|10|6.3|50,000,000|6|> 95%
TK ELEVATOR HOLDCO GMBH|EUROPE||2|0.7|2,500,000|0|> 95%
TOKYO ELECTRIC POWER COMPANY HOLDINGS, INCORPORATED|JAPAN|Y|5|2.7|2,500,000|0|> 95%
TOLL BROTHERS, INC.|AMERICAS|Y|7|4.0|17,500,000|6|< 5%
TOSHIBA CORPORATION|JAPAN|Y|6|2.7|2,500,000|0|> 95%
TOTALENERGIES SE|EUROPE||7|2.7|7,500,000|1|> 95%
TOYOTA MOTOR CORPORATION|JAPAN|Y|10|5.0|5,000,000|1|> 95%
TOYOTA MOTOR CREDIT CORPORATION|JAPAN|Y|2|1.0|2,500,000|0|> 95%
TRANE TECHNOLOGIES COMPANY LLC|AMERICAS||3|1.7|2,500,000|0|< 5%
TRANSCANADA PIPELINES LIMITED|AMERICAS|Y|6|3.3|5,000,000|1|5-25%
TRANSDIGM INC.|AMERICAS|Y|7|5.7|5,000,000|2|< 5%
TRANSOCEAN INC.|AMERICAS|Y|7|5.0|12,500,000|5|< 5%
TRUST F/1401|AMERICAS||1|1.0|2,500,000|0|> 95%
TUI AG|EUROPE|Y|8|6.0|12,500,000|6|> 95%
TURKIYE GARANTI BANKASI A.S.|EUROPE||2|1.0|2,500,000|0|> 95%
TWDC ENTERPRISES 18 CORP.|AMERICAS||1|0.3|2,500,000|0|< 5%
TYSON FOODS, INC.|AMERICAS|Y|6|2.3|12,500,000|2|< 5%
UBER TECHNOLOGIES, INC.|AMERICAS||1|0.3|2,500,000|0|< 5%
UBS AG|EUROPE|Y|7|3.3|15,000,000|1|> 95%
UBS GROUP AG|EUROPE|Y|8|4.3|17,500,000|2|> 95%
UKRAINE|SOVEREIGN|Y|9|6.3|12,500,000|5|> 95%
UNIBAIL-RODAMCO-WESTFIELD SE|EUROPE|Y|9|5.0|22,500,000|5|> 95%
UNICREDIT, SOCIETA PER AZIONI|EUROPE|Y|10|8.3|75,000,000|9|> 95%
UNILABS SUBHOLDING AB (PUBL)|EUROPE|Y|5|3.7|2,500,000|1|> 95%
UNILEVER FINANCE NETHERLANDS B.V.|EUROPE||5|2.7|7,500,000|2|> 95%
UNILEVER PLC|EUROPE||5|2.0|2,500,000|1|> 95%
UNION PACIFIC CORPORATION|AMERICAS|Y|5|1.7|7,500,000|1|< 5%
UNISYS CORPORATION|AMERICAS|Y|7|5.3|2,500,000|1|< 5%
UNITED AIRLINES HOLDINGS, INC.|AMERICAS|Y|5|4.0|22,500,000|7|< 5%
UNITED GROUP B.V.|EUROPE|Y|10|5.3|10,000,000|3|> 95%
UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND|SOVEREIGN|Y|1|0.3|7,500,000|0|> 95%
UNITED MEXICAN STATES|SOVEREIGN|Y|10|9.0|275,000,000|37|> 95%
UNITED PARCEL SERVICE, INC.|AMERICAS|Y|2|0.7|5,000,000|1|< 5%
UNITED RENTALS (NORTH AMERICA), INC.|AMERICAS|Y|6|3.7|10,000,000|3|< 5%
UNITED STATES OF AMERICA|SOVEREIGN|Y|2|0.7|2,500,000|0|> 95%
UNITED STATES STEEL CORPORATION|AMERICAS|Y|7|5.3|22,500,000|11|< 5%
UNITED UTILITIES PLC|EUROPE|Y|3|1.0|5,000,000|1|> 95%
UNITEDHEALTH GROUP INCORPORATED|AMERICAS|Y|7|3.7|15,000,000|2|< 5%
UNITI GROUP INC.|AMERICAS|Y|7|3.7|7,500,000|2|< 5%
UNIVERSAL HEALTH SERVICES, INC.|AMERICAS|Y|6|3.3|5,000,000|1|< 5%
UNIVISION COMMUNICATIONS INC.|AMERICAS|Y|8|6.7|2,500,000|1|< 5%
UPC HOLDING B.V.|EUROPE|Y|11|7.7|15,000,000|5|> 95%
UPM-KYMMENE OYJ|EUROPE|Y|0|0.0|2,500,000|0|> 95%
VALE SA|AMERICAS|Y|1|0.7|2,500,000|0|> 95%
VALEO|EUROPE|Y|8|6.7|17,500,000|5|> 95%
VALERO ENERGY CORPORATION|AMERICAS|Y|8|4.7|10,000,000|3|< 5%
VANKE REAL ESTATE (HONG KONG) COMPANY LIMITED|ASIA EX-JAPAN|Y|4|2.7|2,500,000|0|> 95%
VATTENFALL AB|EUROPE|Y|3|1.7|2,500,000|0|> 95%
VEOLIA ENVIRONNEMENT|EUROPE|Y|5|2.0|10,000,000|2|> 95%
VERISURE MIDHOLDING AB|EUROPE|Y|4|1.3|2,500,000|0|> 95%
VERIZON COMMUNICATIONS INC.|AMERICAS|Y|9|7.7|50,000,000|5|< 5%
VINCI|EUROPE|Y|3|1.3|7,500,000|1|> 95%
VIRGIN MEDIA FINANCE PLC|EUROPE|Y|8|6.7|20,000,000|4|> 95%
VISTRA CORP.|AMERICAS||5|1.7|2,500,000|0|< 5%
VISTRA OPERATIONS COMPANY LLC|AMERICAS||6|4.3|7,500,000|1|< 5%
VIVENDI SE|EUROPE||8|4.0|10,000,000|2|> 95%
VODAFONE GROUP PUBLIC LIMITED COMPANY|EUROPE|Y|9|5.0|20,000,000|3|> 95%
VODAFONE WEST GMBH|EUROPE||3|1.0|2,500,000|0|> 95%
VOLKSWAGEN AKTIENGESELLSCHAFT|EUROPE|Y|8|5.3|50,000,000|6|> 95%
VOLVO CAR AB|EUROPE|Y|8|4.7|2,500,000|1|> 95%
VORNADO REALTY L.P.|AMERICAS|Y|0|0.0|2,500,000|0|< 5%
VUE INTERNATIONAL BIDCO PLC|EUROPE|Y|2|0.7|2,500,000|0|> 95%
WALMART INC.|AMERICAS|Y|6|2.7|7,500,000|1|< 5%
WELLS FARGO & COMPANY|AMERICAS|Y|5|2.0|17,500,000|2|< 5%
WENDEL|EUROPE|Y|5|2.0|7,500,000|2|> 95%
WESTPAC BANKING CORPORATION|AUSTRALIA NZ|Y|4|2.0|5,000,000|0|> 95%
WESTROCK MWV, LLC|AMERICAS|Y|3|1.7|7,500,000|2|< 5%
WEYERHAEUSER COMPANY|AMERICAS|Y|5|1.7|7,500,000|1|5-25%
WHIRLPOOL CORPORATION|AMERICAS|Y|7|2.7|17,500,000|3|< 5%
WIND ACQUISITION FINANCE S.A.|EUROPE|Y|1|0.3|2,500,000|0|> 95%
WIND TRE S.P.A.|EUROPE|Y|0|0.0|2,500,000|0|> 95%
WOLTERS KLUWER N.V.|EUROPE|Y|0|0.0|2,500,000|0|> 95%
WOODSIDE PETROLEUM LTD.|AUSTRALIA NZ|Y|2|0.7|2,500,000|0|> 95%
WOORI BANK|ASIA EX-JAPAN|Y|2|1.3|2,500,000|0|> 95%
WPP 2005 LIMITED|EUROPE|Y|6|2.0|7,500,000|2|> 95%
XEROX CORPORATION|AMERICAS|Y|7|4.7|10,000,000|3|< 5%
XLIT LTD.|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
YUM! BRANDS, INC.|AMERICAS|Y|6|3.3|10,000,000|3|< 5%
ZF EUROPE FINANCE B.V.|EUROPE||2|1.0|2,500,000|0|> 95%
ZIGGO BOND COMPANY B.V.|EUROPE|Y|11|8.3|12,500,000|3|> 95%
ZURICH INSURANCE COMPANY LTD|EUROPE|Y|8|4.7|12,500,000|2|> 95%
