REFERENCE ENTITY|REGION|INDEX CONSTITUENT|TOTAL NUMBER OF CLEARING DEALERS|AVERAGE MONTHLY CLEARING DEALERS|AVERAGE DAILY NOTIONAL (USD EQ)|AVERAGE NUMBER TRADES/DAY|DOC CLAUSE %
THE EXPORT-IMPORT BANK OF CHINA|ASIA EX-JAPAN||4|2.0|2,500,000|0|> 95%
THE EXPORT-IMPORT BANK OF KOREA|ASIA EX-JAPAN||4|1.3|2,500,000|0|> 95%
THE GAP, INC.|AMERICAS|Y|4|1.7|22,500,000|6|< 5%
THE GOLDMAN SACHS GROUP, INC.|AMERICAS||8|4.0|50,000,000|4|< 5%
THE GOODYEAR TIRE & RUBBER COMPANY|AMERICAS|Y|4|2.3|22,500,000|7|< 5%
THE HARTFORD FINANCIAL SERVICES GROUP, INC.|AMERICAS|Y|1|0.3|2,500,000|1|< 5%
THE HERTZ CORPORATION|AMERICAS|Y|4|1.7|2,500,000|0|< 5%
THE HOME DEPOT, INC.|AMERICAS|Y|2|0.7|12,500,000|3|< 5%
THE HONGKONG LAND COMPANY, LIMITED|ASIA EX-JAPAN||4|2.0|2,500,000|0|75-95%
THE ISRAEL ELECTRIC CORPORATION LTD.|EUROPE|Y|5|2.3|2,500,000|0|> 95%
THE KANSAI ELECTRIC POWER COMPANY, INCORPORATED|JAPAN||0|0.0|2,500,000|0|> 95%
THE KOREA DEVELOPMENT BANK|ASIA EX-JAPAN||1|0.3|2,500,000|0|> 95%
THE KROGER CO.|AMERICAS|Y|4|1.3|15,000,000|3|< 5%
THE PROCTER & GAMBLE COMPANY|AMERICAS|Y|1|0.3|20,000,000|3|< 5%
THE SHERWIN-WILLIAMS COMPANY|AMERICAS|Y|6|2.3|50,000,000|5|< 5%
THE SOUTHERN COMPANY|AMERICAS|Y|4|2.3|20,000,000|3|< 5%
THE WALT DISNEY COMPANY|AMERICAS|Y|3|1.0|17,500,000|3|< 5%
THE WESTERN UNION COMPANY|AMERICAS||1|0.3|2,500,000|0|< 5%
THE WILLIAMS COMPANIES, INC.|AMERICAS|Y|6|3.0|20,000,000|4|< 5%
THYSSENKRUPP AG|EUROPE|Y|8|3.0|75,000,000|11|75-95%
TIME WARNER CABLE, LLC|AMERICAS||0|0.0|2,500,000|0|< 5%
TK ELEVATOR HOLDCO GMBH|EUROPE|Y|3|1.7|2,500,000|0|25-75%
T-MOBILE USA, INC.|AMERICAS|Y|4|1.7|50,000,000|6|< 5%
TOKYO ELECTRIC POWER COMPANY HOLDINGS, INCORPORATED|JAPAN||7|2.3|2,500,000|0|75-95%
TOLL BROTHERS, INC.|AMERICAS|Y|6|2.0|50,000,000|5|< 5%
TOSHIBA CORPORATION|JAPAN||5|2.3|2,500,000|0|75-95%
TOTALENERGIES SE|EUROPE|Y|4|1.7|25,000,000|4|75-95%
TOYOTA MOTOR CORPORATION|JAPAN||7|2.3|2,500,000|0|75-95%
TRANSCANADA PIPELINES LIMITED|AMERICAS|Y|2|0.7|12,500,000|2|< 5%
TRANSDIGM INC.|AMERICAS|Y|7|3.0|5,000,000|1|< 5%
TRANSOCEAN INC.|AMERICAS|Y|3|1.3|12,500,000|5|< 5%
TUI AG|EUROPE|Y|6|3.0|50,000,000|8|75-95%
TYSON FOODS, INC.|AMERICAS|Y|2|0.7|20,000,000|4|< 5%
UBER TECHNOLOGIES, INC.|AMERICAS|Y|2|0.7|5,000,000|1|< 5%
UBS AG|EUROPE|Y|6|2.7|50,000,000|5|75-95%
UBS GROUP AG|EUROPE|Y|11|8.0|100,000,000|11|75-95%
UNIBAIL-RODAMCO-WESTFIELD SE|EUROPE||6|3.0|50,000,000|8|75-95%
UNICREDIT, SOCIETA PER AZIONI|EUROPE||11|6.7|100,000,000|13|25-75%
UNILABS SUBHOLDING AB (PUBL)|EUROPE||2|1.3|2,500,000|1|< 5%
UNILEVER FINANCE NETHERLANDS B.V.|EUROPE||3|1.0|12,500,000|2|75-95%
UNILEVER PLC|EUROPE|Y|3|1.3|20,000,000|3|75-95%
UNION PACIFIC CORPORATION|AMERICAS|Y|1|0.3|12,500,000|2|< 5%
UNISYS CORPORATION|AMERICAS|Y|5|2.7|5,000,000|2|< 5%
UNITED AIRLINES HOLDINGS, INC.|AMERICAS|Y|6|3.3|50,000,000|7|< 5%
UNITED GROUP B.V.|EUROPE||7|4.0|12,500,000|5|75-95%
UNITEDHEALTH GROUP INCORPORATED|AMERICAS|Y|5|2.0|50,000,000|4|< 5%
UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND|SOVEREIGN||2|0.7|50,000,000|1|75-95%
UNITED MEXICAN STATES|SOVEREIGN|Y|9|7.3|375,000,000|38|75-95%
UNITED PARCEL SERVICE, INC.|AMERICAS|Y|4|1.7|10,000,000|2|< 5%
UNITED RENTALS (NORTH AMERICA), INC.|AMERICAS|Y|3|1.0|10,000,000|3|< 5%
UNITED STATES OF AMERICA|SOVEREIGN||5|3.7|50,000,000|1|75-95%
UNITED STATES STEEL CORPORATION|AMERICAS|Y|6|3.7|17,500,000|6|< 5%
UNITED UTILITIES PLC|EUROPE||3|1.0|15,000,000|2|75-95%
UNITI GROUP INC.|AMERICAS|Y|2|1.0|2,500,000|1|< 5%
UNIVERSAL HEALTH SERVICES, INC.|AMERICAS|Y|4|1.3|5,000,000|2|< 5%
UNIVISION COMMUNICATIONS INC.|AMERICAS|Y|6|3.3|2,500,000|1|5-25%
UPC HOLDING B.V.|EUROPE||6|3.3|22,500,000|6|75-95%
UPM-KYMMENE OYJ|EUROPE||4|1.7|2,500,000|1|25-75%
VALEO|EUROPE|Y|5|3.0|50,000,000|6|75-95%
VALERO ENERGY CORPORATION|AMERICAS|Y|4|1.3|15,000,000|3|< 5%
VALE SA|AMERICAS|Y|2|0.7|2,500,000|0|75-95%
VANKE REAL ESTATE (HONG KONG) COMPANY LIMITED|ASIA EX-JAPAN||6|2.7|2,500,000|0|25-75%
VATTENFALL AB|EUROPE|Y|1|0.3|2,500,000|0|> 95%
VEOLIA ENVIRONNEMENT|EUROPE|Y|3|1.0|50,000,000|5|75-95%
VERISURE MIDHOLDING AB|EUROPE|Y|6|3.3|2,500,000|1|25-75%
VERIZON COMMUNICATIONS INC.|AMERICAS|Y|7|3.7|100,000,000|18|< 5%
VINCI|EUROPE|Y|3|1.0|17,500,000|3|> 95%
VIRGIN MEDIA FINANCE PLC|EUROPE||7|3.0|75,000,000|11|75-95%
VISTRA CORP.|AMERICAS||1|0.3|2,500,000|0|< 5%
VISTRA OPERATIONS COMPANY LLC|AMERICAS|Y|1|0.7|12,500,000|3|< 5%
VIVENDI SE|EUROPE|Y|6|2.3|50,000,000|6|75-95%
VODAFONE GROUP PUBLIC LIMITED COMPANY|EUROPE||8|3.3|75,000,000|6|75-95%
VODAFONE WEST GMBH|EUROPE||1|1.0|2,500,000|0|5-25%
VOLKSWAGEN AKTIENGESELLSCHAFT|EUROPE||11|5.7|175,000,000|20|75-95%
VOLVO CAR AB|EUROPE|Y|9|4.7|5,000,000|2|25-75%
VUE ENTERTAINMENT INTERNATIONAL LIMITED|EUROPE||3|1.0|2,500,000|1|< 5%
WALMART INC.|AMERICAS|Y|8|4.0|50,000,000|3|5-25%
WEATHERFORD INTERNATIONAL LTD.|AMERICAS|Y|2|1.0|2,500,000|0|< 5%
WELLS FARGO & COMPANY|AMERICAS|Y|3|1.3|15,000,000|2|< 5%
WENDEL|EUROPE|Y|5|2.3|25,000,000|5|75-95%
WEST JAPAN RAILWAY COMPANY|JAPAN||0|0.0|2,500,000|0|> 95%
WESTPAC BANKING CORPORATION|AUSTRALIA NZ||2|0.7|2,500,000|0|> 95%
WESTROCK MWV, LLC|AMERICAS|Y|1|0.3|5,000,000|0|< 5%
WEYERHAEUSER COMPANY|AMERICAS|Y|2|0.7|12,500,000|3|< 5%
WHIRLPOOL CORPORATION|AMERICAS|Y|5|2.7|17,500,000|3|< 5%
WIND ACQUISITION FINANCE S.A.|EUROPE||1|0.3|2,500,000|0|> 95%
WIND TRE S.P.A.|EUROPE||3|1.3|2,500,000|0|< 5%
WOLTERS KLUWER N.V.|EUROPE||4|1.3|5,000,000|1|75-95%
WOODSIDE ENERGY GROUP LTD.|AUSTRALIA NZ||1|0.3|2,500,000|0|> 95%
WOORI BANK|ASIA EX-JAPAN||6|2.3|2,500,000|0|> 95%
WPP 2005 LIMITED|EUROPE||5|3.0|50,000,000|5|75-95%
XEROX CORPORATION|AMERICAS|Y|6|2.3|20,000,000|4|< 5%
XLIT LTD.|AMERICAS|Y|1|0.3|2,500,000|0|< 5%
YUM! BRANDS, INC.|AMERICAS|Y|2|0.7|10,000,000|2|< 5%
ZF EUROPE FINANCE B.V.|EUROPE||2|0.7|2,500,000|0|25-75%
ZIGGO BOND COMPANY B.V.|EUROPE||7|4.3|20,000,000|4|75-95%
ZURICH INSURANCE COMPANY LTD|EUROPE||9|4.7|50,000,000|5|25-75%
|||||||
