REFERENCE ENTITY|REGION|INDEX CONSTITUENT|TOTAL NUMBER OF CLEARING DEALERS|AVERAGE MONTHLY CLEARING DEALERS|AVERAGE DAILY NOTIONAL (USD EQ)|AVERAGE NUMBER TRADES/DAY|DOC CLAUSE %
TESLA, INC.|AMERICAS|Y|2|1.0|7,500,000|1|< 5%
TEVA PHARMACEUTICAL INDUSTRIES LIMITED|AMERICAS|Y|4|1.3|5,000,000|2|< 5%
THALES|EUROPE|Y|2|0.7|10,000,000|2|75-95%
THE ADT SECURITY CORPORATION|AMERICAS|Y|3|1.0|5,000,000|1|< 5%
THE AES CORPORATION|AMERICAS|Y|7|2.7|7,500,000|2|< 5%
THE ALLSTATE CORPORATION|AMERICAS|Y|4|1.7|5,000,000|2|< 5%
THE BANK OF NOVA SCOTIA|AMERICAS||1|0.3|7,500,000|0|< 5%
THE BOEING COMPANY|AMERICAS|Y|6|2.3|50,000,000|7|< 5%
THE COCA-COLA COMPANY|AMERICAS||2|1.0|2,500,000|0|< 5%
THE DOW CHEMICAL COMPANY|AMERICAS|Y|2|0.7|15,000,000|3|< 5%
THE EXPORT-IMPORT BANK OF CHINA|ASIA EX-JAPAN||2|0.7|2,500,000|0|> 95%
THE EXPORT-IMPORT BANK OF KOREA|ASIA EX-JAPAN||4|2.3|10,000,000|1|> 95%
THE GAP, INC.|AMERICAS|Y|6|2.7|22,500,000|8|< 5%
THE GOLDMAN SACHS GROUP, INC.|AMERICAS||8|4.3|50,000,000|5|< 5%
THE GOODYEAR TIRE & RUBBER COMPANY|AMERICAS|Y|6|2.7|50,000,000|10|< 5%
THE HARTFORD FINANCIAL SERVICES GROUP, INC.|AMERICAS|Y|0|0.0|5,000,000|1|< 5%
THE HERTZ CORPORATION|AMERICAS|Y|5|3.3|2,500,000|1|< 5%
THE HOME DEPOT, INC.|AMERICAS|Y|4|1.7|12,500,000|3|5-25%
THE HONGKONG LAND COMPANY, LIMITED|ASIA EX-JAPAN||5|2.3|2,500,000|0|75-95%
THE ISRAEL ELECTRIC CORPORATION LTD.|EUROPE|Y|1|0.3|2,500,000|0|> 95%
THE KOREA DEVELOPMENT BANK|ASIA EX-JAPAN||0|0.0|2,500,000|0|> 95%
THE KROGER CO.|AMERICAS|Y|3|1.0|17,500,000|4|< 5%
THE PROCTER & GAMBLE COMPANY|AMERICAS|Y|5|2.0|15,000,000|3|< 5%
THE SHERWIN-WILLIAMS COMPANY|AMERICAS|Y|9|4.3|50,000,000|5|< 5%
THE SOUTHERN COMPANY|AMERICAS|Y|7|2.7|12,500,000|3|< 5%
THE TJX COMPANIES, INC.|AMERICAS|Y|0|0.0|2,500,000|0|< 5%
THE WALT DISNEY COMPANY|AMERICAS|Y|5|1.7|22,500,000|3|5-25%
THE WESTERN UNION COMPANY|AMERICAS||1|0.3|2,500,000|0|< 5%
THE WILLIAMS COMPANIES, INC.|AMERICAS|Y|8|4.7|20,000,000|5|< 5%
THYSSENKRUPP AG|EUROPE|Y|7|3.3|20,000,000|7|75-95%
TIME WARNER CABLE, LLC|AMERICAS||0|0.0|2,500,000|0|< 5%
TK ELEVATOR HOLDCO GMBH|EUROPE|Y|1|0.7|2,500,000|0|75-95%
T-MOBILE USA, INC.|AMERICAS|Y|5|1.7|20,000,000|5|< 5%
TOKYO ELECTRIC POWER COMPANY HOLDINGS, INCORPORATED|JAPAN||4|1.3|2,500,000|0|75-95%
TOLL BROTHERS, INC.|AMERICAS|Y|7|3.3|22,500,000|5|< 5%
TOSHIBA CORPORATION|JAPAN||4|1.3|2,500,000|1|75-95%
TOTALENERGIES SE|EUROPE|Y|5|1.7|22,500,000|3|75-95%
TOYOTA MOTOR CORPORATION|JAPAN||7|4.0|2,500,000|1|75-95%
TOYOTA MOTOR CREDIT CORPORATION|JAPAN||1|0.7|2,500,000|0|> 95%
TOYOTA TSUSHO CORPORATION|JAPAN||0|0.0|2,500,000|0|> 95%
TRANSCANADA PIPELINES LIMITED|AMERICAS|Y|2|1.0|7,500,000|2|< 5%
TRANSDIGM INC.|AMERICAS|Y|8|6.0|5,000,000|3|< 5%
TRANSOCEAN INC.|AMERICAS|Y|2|1.3|12,500,000|4|< 5%
TUI AG|EUROPE|Y|6|3.3|15,000,000|6|75-95%
TWDC ENTERPRISES 18 CORP.|AMERICAS||0|0.0|2,500,000|0|< 5%
TYSON FOODS, INC.|AMERICAS|Y|4|1.7|10,000,000|2|< 5%
UBER TECHNOLOGIES, INC.|AMERICAS|Y|4|3.0|2,500,000|1|< 5%
UBS AG|EUROPE|Y|5|3.0|25,000,000|4|75-95%
UBS GROUP AG|EUROPE|Y|10|8.3|75,000,000|11|75-95%
UNIBAIL-RODAMCO-WESTFIELD SE|EUROPE||8|4.3|75,000,000|12|75-95%
UNICREDIT, SOCIETA PER AZIONI|EUROPE||11|8.7|75,000,000|11|25-75%
UNILABS SUBHOLDING AB (PUBL)|EUROPE||3|1.3|5,000,000|1|75-95%
UNILEVER FINANCE NETHERLANDS B.V.|EUROPE||2|0.7|20,000,000|5|> 95%
UNILEVER PLC|EUROPE||3|1.0|22,500,000|3|> 95%
UNION PACIFIC CORPORATION|AMERICAS|Y|2|0.7|7,500,000|2|< 5%
UNISYS CORPORATION|AMERICAS|Y|6|4.7|2,500,000|1|< 5%
UNITED AIRLINES HOLDINGS, INC.|AMERICAS|Y|6|4.3|25,000,000|9|< 5%
UNITED GROUP B.V.|EUROPE||8|5.3|25,000,000|7|75-95%
UNITEDHEALTH GROUP INCORPORATED|AMERICAS|Y|6|2.7|50,000,000|4|< 5%
UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND|SOVEREIGN||3|1.0|15,000,000|1|> 95%
UNITED MEXICAN STATES|SOVEREIGN|Y|10|8.0|250,000,000|40|75-95%
UNITED PARCEL SERVICE, INC.|AMERICAS|Y|3|1.0|10,000,000|2|< 5%
UNITED RENTALS (NORTH AMERICA), INC.|AMERICAS|Y|5|2.0|7,500,000|3|< 5%
UNITED STATES OF AMERICA|SOVEREIGN||10|5.7|125,000,000|10|25-75%
UNITED STATES STEEL CORPORATION|AMERICAS|Y|7|2.7|17,500,000|7|< 5%
UNITED UTILITIES PLC|EUROPE||0|0.0|7,500,000|2|75-95%
UNITI GROUP INC.|AMERICAS|Y|3|1.0|5,000,000|2|< 5%
UNIVERSAL HEALTH SERVICES, INC.|AMERICAS|Y|4|2.7|10,000,000|2|5-25%
UNIVISION COMMUNICATIONS INC.|AMERICAS|Y|6|4.3|2,500,000|1|< 5%
UPC HOLDING B.V.|EUROPE||7|3.0|15,000,000|3|25-75%
UPM-KYMMENE OYJ|EUROPE||3|1.0|2,500,000|1|75-95%
VALEO|EUROPE|Y|8|4.0|50,000,000|10|> 95%
VALERO ENERGY CORPORATION|AMERICAS|Y|6|2.0|17,500,000|4|< 5%
VALE SA|AMERICAS|Y|0|0.0|2,500,000|0|> 95%
VANKE REAL ESTATE (HONG KONG) COMPANY LIMITED|ASIA EX-JAPAN||4|2.3|2,500,000|0|> 95%
VEOLIA ENVIRONNEMENT|EUROPE|Y|4|1.7|22,500,000|4|75-95%
VERISURE MIDHOLDING AB|EUROPE|Y|3|1.7|2,500,000|1|25-75%
VERIZON COMMUNICATIONS INC.|AMERICAS|Y|7|4.3|100,000,000|27|< 5%
VINCI|EUROPE|Y|5|1.7|50,000,000|6|75-95%
VIRGIN MEDIA FINANCE PLC|EUROPE||7|4.0|50,000,000|7|25-75%
VISTRA CORP.|AMERICAS||0|0.0|2,500,000|0|< 5%
VISTRA OPERATIONS COMPANY LLC|AMERICAS|Y|6|2.0|7,500,000|2|< 5%
VIVENDI SE|EUROPE|Y|6|2.7|50,000,000|6|75-95%
VODAFONE GROUP PUBLIC LIMITED COMPANY|EUROPE||6|2.7|50,000,000|5|75-95%
VODAFONE WEST GMBH|EUROPE||0|0.0|2,500,000|0|> 95%
VOLKSWAGEN AKTIENGESELLSCHAFT|EUROPE||10|7.0|200,000,000|21|75-95%
VOLVO CAR AB|EUROPE|Y|7|4.3|5,000,000|1|> 95%
VUE ENTERTAINMENT INTERNATIONAL LIMITED|EUROPE||8|3.7|2,500,000|2|75-95%
WALMART INC.|AMERICAS|Y|5|2.3|25,000,000|3|5-25%
WEATHERFORD INTERNATIONAL LTD.|AMERICAS|Y|4|3.0|2,500,000|1|< 5%
WELLS FARGO & COMPANY|AMERICAS|Y|5|2.3|50,000,000|4|< 5%
WENDEL|EUROPE|Y|8|3.3|50,000,000|8|> 95%
WESTPAC BANKING CORPORATION|AUSTRALIA NZ||5|2.0|5,000,000|1|25-75%
WESTROCK MWV, LLC|AMERICAS|Y|0|0.0|5,000,000|0|< 5%
WEYERHAEUSER COMPANY|AMERICAS|Y|1|0.3|10,000,000|3|< 5%
WHIRLPOOL CORPORATION|AMERICAS|Y|7|3.0|15,000,000|3|< 5%
WIND ACQUISITION FINANCE S.A.|EUROPE||0|0.0|2,500,000|0|> 95%
WIND TRE S.P.A.|EUROPE||0|0.0|2,500,000|0|25-75%
WOLTERS KLUWER N.V.|EUROPE||4|1.7|2,500,000|0|> 95%
WOORI BANK|ASIA EX-JAPAN||2|1.0|2,500,000|0|> 95%
WPP 2005 LIMITED|EUROPE||5|3.0|12,500,000|3|75-95%
XEROX CORPORATION|AMERICAS|Y|6|3.0|10,000,000|4|< 5%
XLIT LTD.|AMERICAS|Y|0|0.0|2,500,000|0|< 5%
YUM! BRANDS, INC.|AMERICAS|Y|3|1.3|7,500,000|2|< 5%
ZF EUROPE FINANCE B.V.|EUROPE||3|1.0|2,500,000|0|25-75%
ZIGGO BOND COMPANY B.V.|EUROPE||8|5.0|20,000,000|6|25-75%
ZURICH INSURANCE COMPANY LTD|EUROPE||7|5.3|50,000,000|7|75-95%
|||||||
|||||||
|||||||
|||||||
|||||||
|||||||
|||||||
|||||||
|||||||
|||||||
|||||||
